,Sr No,Timestamp,Device Name,MAC_Address,RSSI,Raw Data
100642,100643,27-11-2022 02:38:49:510,-,4B:57:99:58:4B:1E,-57,09e0000012ca52458e
100664,100665,27-11-2022 02:38:49:824,-,4B:57:99:58:4B:1E,-62,09e0000012ca52458e
100685,100686,27-11-2022 02:38:50:076,-,4B:57:99:58:4B:1E,-62,09e0000012ca52458e
100708,100709,27-11-2022 02:38:50:599,-,4B:57:99:58:4B:1E,-57,09e0000012ca52458e
100734,100735,27-11-2022 02:38:51:110,-,4B:57:99:58:4B:1E,-59,09e0000012ca52458e
100753,100754,27-11-2022 02:38:51:452,-,4B:57:99:58:4B:1E,-62,09e0000012ca52458e
100783,100784,27-11-2022 02:38:51:888,-,4B:57:99:58:4B:1E,-57,09e0000012ca52458e
100806,100807,27-11-2022 02:38:52:159,-,4B:57:99:58:4B:1E,-59,09e0000012ca52458e
100836,100837,27-11-2022 02:38:52:675,-,4B:57:99:58:4B:1E,-62,09e0000012ca52458e
100844,100845,27-11-2022 02:38:52:945,-,4B:57:99:58:4B:1E,-57,09e0000012ca52458e
100860,100861,27-11-2022 02:38:53:194,-,4B:57:99:58:4B:1E,-59,09e0000012ca52458e
100875,100876,27-11-2022 02:38:53:469,-,4B:57:99:58:4B:1E,-60,09e0000012ca52458e
100888,100889,27-11-2022 02:38:53:721,-,4B:57:99:58:4B:1E,-62,09e0000012ca52458e
100900,100901,27-11-2022 02:38:53:971,-,4B:57:99:58:4B:1E,-57,09e0000012ca52458e
100916,100917,27-11-2022 02:38:54:518,-,4B:57:99:58:4B:1E,-57,09e0000012ca52458e
100969,100970,27-11-2022 02:38:55:522,-,4B:57:99:58:4B:1E,-62,09e0000012ca52458e
101006,101007,27-11-2022 02:38:56:052,-,4B:57:99:58:4B:1E,-57,09e0000012ca52458e
101022,101023,27-11-2022 02:38:56:523,-,4B:57:99:58:4B:1E,-59,09e0000012ca52458e
101033,101034,27-11-2022 02:38:56:549,-,4B:57:99:58:4B:1E,-62,09e0000012ca52458e
101074,101075,27-11-2022 02:38:57:475,-,4B:57:99:58:4B:1E,-59,09e0000012ca52458e
101093,101094,27-11-2022 02:38:57:591,-,4B:57:99:58:4B:1E,-60,09e0000012ca52458e
101119,101120,27-11-2022 02:38:58:111,-,4B:57:99:58:4B:1E,-57,09e0000012ca52458e
101135,101136,27-11-2022 02:38:58:452,-,4B:57:99:58:4B:1E,-57,09e0000012ca52458e
101149,101150,27-11-2022 02:38:58:626,-,4B:57:99:58:4B:1E,-59,09e0000012ca52458e
101165,101166,27-11-2022 02:38:58:877,-,4B:57:99:58:4B:1E,-62,09e0000012ca52458e
101192,101193,27-11-2022 02:38:59:643,-,4B:57:99:58:4B:1E,-59,09e0000012ca52458e
101218,101219,27-11-2022 02:39:00:158,-,4B:57:99:58:4B:1E,-62,09e0000012ca52458e
101241,101242,27-11-2022 02:39:00:676,-,4B:57:99:58:4B:1E,-59,09e0000012ca52458e
101259,101260,27-11-2022 02:39:00:931,-,4B:57:99:58:4B:1E,-59,09e0000012ca52458e
101275,101276,27-11-2022 02:39:01:506,-,4B:57:99:58:4B:1E,-62,09e0000012ca52458e
101303,101304,27-11-2022 02:39:01:724,-,4B:57:99:58:4B:1E,-57,09e0000012ca52458e
101320,101321,27-11-2022 02:39:01:981,-,4B:57:99:58:4B:1E,-59,09e0000012ca52458e
101340,101341,27-11-2022 02:39:02:566,-,4B:57:99:58:4B:1E,-62,09e0000012ca52458e
101370,101371,27-11-2022 02:39:02:748,-,4B:57:99:58:4B:1E,-57,09e0000012ca52458e
101386,101387,27-11-2022 02:39:03:009,-,4B:57:99:58:4B:1E,-59,09e0000012ca52458e
101420,101421,27-11-2022 02:39:03:581,-,4B:57:99:58:4B:1E,-62,09e0000012ca52458e
101430,101431,27-11-2022 02:39:03:818,-,4B:57:99:58:4B:1E,-57,09e0000012ca52458e
101446,101447,27-11-2022 02:39:04:026,-,4B:57:99:58:4B:1E,-59,09e0000012ca52458e
101491,101492,27-11-2022 02:39:04:813,-,4B:57:99:58:4B:1E,-57,09e0000012ca52458e
101508,101509,27-11-2022 02:39:05:069,-,4B:57:99:58:4B:1E,-57,09e0000012ca52458e
101521,101522,27-11-2022 02:39:05:575,-,4B:57:99:58:4B:1E,-59,09e0000012ca52458e
101546,101547,27-11-2022 02:39:05:843,-,4B:57:99:58:4B:1E,-62,09e0000012ca52458e
101576,101577,27-11-2022 02:39:06:517,-,4B:57:99:58:4B:1E,-58,09e0000012ca52458e
101607,101608,27-11-2022 02:39:06:871,-,4B:57:99:58:4B:1E,-62,09e0000012ca52458e
101668,101669,27-11-2022 02:39:07:909,-,4B:57:99:58:4B:1E,-62,09e0000012ca52458e
101685,101686,27-11-2022 02:39:08:181,-,4B:57:99:58:4B:1E,-57,09e0000012ca52458e
101702,101703,27-11-2022 02:39:08:584,-,4B:57:99:58:4B:1E,-57,09e0000012ca52458e
101709,101710,27-11-2022 02:39:08:691,-,4B:57:99:58:4B:1E,-59,09e0000012ca52458e
101740,101741,27-11-2022 02:39:09:457,-,4B:57:99:58:4B:1E,-62,09e0000012ca52458e
101797,101798,27-11-2022 02:39:10:522,-,4B:57:99:58:4B:1E,-62,09e0000012ca52458e
101835,101836,27-11-2022 02:39:11:017,-,4B:57:99:58:4B:1E,-59,09e0000012ca52458e
101845,101846,27-11-2022 02:39:11:439,-,4B:57:99:58:4B:1E,-62,09e0000012ca52458e
101895,101896,27-11-2022 02:39:12:464,-,4B:57:99:58:4B:1E,-61,09e0000012ca52458e
101903,101904,27-11-2022 02:39:12:576,-,4B:57:99:58:4B:1E,-62,09e0000012ca52458e
101922,101923,27-11-2022 02:39:12:843,-,4B:57:99:58:4B:1E,-57,09e0000012ca52458e
101935,101936,27-11-2022 02:39:13:086,-,4B:57:99:58:4B:1E,-62,09e0000012ca52458e
101958,101959,27-11-2022 02:39:13:554,-,4B:57:99:58:4B:1E,-62,09e0000012ca52458e
101964,101965,27-11-2022 02:39:13:603,-,4B:57:99:58:4B:1E,-57,09e0000012ca52458e
101981,101982,27-11-2022 02:39:13:862,-,4B:57:99:58:4B:1E,-59,09e0000012ca52458e
102024,102025,27-11-2022 02:39:14:646,-,4B:57:99:58:4B:1E,-57,09e0000012ca52458e
102036,102037,27-11-2022 02:39:14:896,-,4B:57:99:58:4B:1E,-59,09e0000012ca52458e
102055,102056,27-11-2022 02:39:15:160,-,4B:57:99:58:4B:1E,-59,09e0000012ca52458e
102069,102070,27-11-2022 02:39:15:528,-,4B:57:99:58:4B:1E,-62,09e0000012ca52458e
102081,102082,27-11-2022 02:39:15:684,-,4B:57:99:58:4B:1E,-57,09e0000012ca52458e
102104,102105,27-11-2022 02:39:15:930,-,4B:57:99:58:4B:1E,-57,09e0000012ca52458e
102124,102125,27-11-2022 02:39:16:640,-,4B:57:99:58:4B:1E,-59,09e0000012ca52458e
102144,102145,27-11-2022 02:39:16:701,-,4B:57:99:58:4B:1E,-62,09e0000012ca52458e
102162,102163,27-11-2022 02:39:16:983,-,4B:57:99:58:4B:1E,-57,09e0000012ca52458e
102204,102205,27-11-2022 02:39:17:733,-,4B:57:99:58:4B:1E,-62,09e0000012ca52458e
102241,102242,27-11-2022 02:39:18:523,-,4B:57:99:58:4B:1E,-59,09e0000012ca52458e
102260,102261,27-11-2022 02:39:18:781,-,4B:57:99:58:4B:1E,-62,09e0000012ca52458e
102274,102275,27-11-2022 02:39:19:040,-,4B:57:99:58:4B:1E,-57,09e0000012ca52458e
102298,102299,27-11-2022 02:39:19:566,-,4B:57:99:58:4B:1E,-62,09e0000012ca52458e
102310,102311,27-11-2022 02:39:19:817,-,4B:57:99:58:4B:1E,-57,09e0000012ca52458e
102347,102348,27-11-2022 02:39:20:527,-,4B:57:99:58:4B:1E,-59,09e0000012ca52458e
102356,102357,27-11-2022 02:39:20:579,-,4B:57:99:58:4B:1E,-62,09e0000012ca52458e
102376,102377,27-11-2022 02:39:20:852,-,4B:57:99:58:4B:1E,-62,09e0000012ca52458e
102392,102393,27-11-2022 02:39:21:109,-,4B:57:99:58:4B:1E,-59,09e0000012ca52458e
102410,102411,27-11-2022 02:39:21:592,-,4B:57:99:58:4B:1E,-62,09e0000012ca52458e
102446,102447,27-11-2022 02:39:22:423,-,4B:57:99:58:4B:1E,-62,09e0000012ca52458e
102462,102463,27-11-2022 02:39:22:672,-,4B:57:99:58:4B:1E,-62,09e0000012ca52458e
