,Sr No,Timestamp,Device Name,MAC_Address,RSSI,Raw Data
17783,17784,27-11-2022 02:15:01:861,-,F1:FD:0F:93:A0:34,-77,074c0012020000
18177,18178,27-11-2022 02:15:07:903,-,F1:FD:0F:93:A0:34,-95,074c0012020000
18421,18422,27-11-2022 02:15:11:923,-,F1:FD:0F:93:A0:34,-89,074c0012020000
18497,18498,27-11-2022 02:15:13:919,-,F1:FD:0F:93:A0:34,-77,074c0012020000
18583,18584,27-11-2022 02:15:15:914,-,F1:FD:0F:93:A0:34,-89,074c0012020000
18816,18817,27-11-2022 02:15:19:939,-,F1:FD:0F:93:A0:34,-85,074c0012020000
19050,19051,27-11-2022 02:15:23:954,-,F1:FD:0F:93:A0:34,-85,074c0012020000
19287,19288,27-11-2022 02:15:27:957,-,F1:FD:0F:93:A0:34,-85,074c0012020000
19420,19421,27-11-2022 02:15:29:997,-,F1:FD:0F:93:A0:34,-84,074c0012020000
20087,20088,27-11-2022 02:15:42:022,-,F1:FD:0F:93:A0:34,-76,074c0012020000
20461,20462,27-11-2022 02:15:48:019,-,F1:FD:0F:93:A0:34,-84,074c0012020000
20578,20579,27-11-2022 02:15:50:016,-,F1:FD:0F:93:A0:34,-85,074c0012020000
20698,20699,27-11-2022 02:15:52:027,-,F1:FD:0F:93:A0:34,-84,074c0012020000
20821,20822,27-11-2022 02:15:54:026,-,F1:FD:0F:93:A0:34,-84,074c0012020000
20935,20936,27-11-2022 02:15:56:023,-,F1:FD:0F:93:A0:34,-95,074c0012020000
21047,21048,27-11-2022 02:15:58:030,-,F1:FD:0F:93:A0:34,-89,074c0012020000
21157,21158,27-11-2022 02:16:00:032,-,F1:FD:0F:93:A0:34,-91,074c0012020000
21444,21445,27-11-2022 02:16:04:041,-,F1:FD:0F:93:A0:34,-77,074c0012020000
21569,21570,27-11-2022 02:16:06:055,-,F1:FD:0F:93:A0:34,-84,074c0012020000
21931,21932,27-11-2022 02:16:12:070,-,F1:FD:0F:93:A0:34,-77,074c0012020000
22100,22101,27-11-2022 02:16:16:084,-,F1:FD:0F:93:A0:34,-91,074c0012020000
22226,22227,27-11-2022 02:16:18:087,-,F1:FD:0F:93:A0:34,-77,074c0012020000
22354,22355,27-11-2022 02:16:20:093,-,F1:FD:0F:93:A0:34,-84,074c0012020000
22482,22483,27-11-2022 02:16:22:102,-,F1:FD:0F:93:A0:34,-83,074c0012020000
22615,22616,27-11-2022 02:16:24:091,-,F1:FD:0F:93:A0:34,-85,074c0012020000
22864,22865,27-11-2022 02:16:28:113,-,F1:FD:0F:93:A0:34,-85,074c0012020000
23227,23228,27-11-2022 02:16:34:120,-,F1:FD:0F:93:A0:34,-76,074c0012020000
23360,23361,27-11-2022 02:16:36:128,-,F1:FD:0F:93:A0:34,-84,074c0012020000
23592,23593,27-11-2022 02:16:40:129,-,F1:FD:0F:93:A0:34,-90,074c0012020000
23701,23702,27-11-2022 02:16:42:135,-,F1:FD:0F:93:A0:34,-77,074c0012020000
23827,23828,27-11-2022 02:16:44:177,-,F1:FD:0F:93:A0:34,-89,074c0012020000
23964,23965,27-11-2022 02:16:46:190,-,F1:FD:0F:93:A0:34,-76,074c0012020000
24087,24088,27-11-2022 02:16:48:171,-,F1:FD:0F:93:A0:34,-88,074c0012020000
24350,24351,27-11-2022 02:16:52:159,-,F1:FD:0F:93:A0:34,-83,074c0012020000
24608,24609,27-11-2022 02:16:56:174,-,F1:FD:0F:93:A0:34,-90,074c0012020000
24726,24727,27-11-2022 02:16:58:183,-,F1:FD:0F:93:A0:34,-76,074c0012020000
24986,24987,27-11-2022 02:17:02:311,-,F1:FD:0F:93:A0:34,-76,074c0012020000
25109,25110,27-11-2022 02:17:04:259,-,F1:FD:0F:93:A0:34,-76,074c0012020000
25784,25785,27-11-2022 02:17:16:262,-,F1:FD:0F:93:A0:34,-83,074c0012020000
26432,26433,27-11-2022 02:17:28:360,-,F1:FD:0F:93:A0:34,-76,074c0012020000
26539,26540,27-11-2022 02:17:30:289,-,F1:FD:0F:93:A0:34,-76,074c0012020000
26902,26903,27-11-2022 02:17:36:288,-,F1:FD:0F:93:A0:34,-82,074c0012020000
27132,27133,27-11-2022 02:17:40:300,-,F1:FD:0F:93:A0:34,-76,074c0012020000
27239,27240,27-11-2022 02:17:42:279,-,F1:FD:0F:93:A0:34,-76,074c0012020000
27555,27556,27-11-2022 02:17:48:304,-,F1:FD:0F:93:A0:34,-84,074c0012020000
27644,27645,27-11-2022 02:17:50:330,-,F1:FD:0F:93:A0:34,-89,074c0012020000
27756,27757,27-11-2022 02:17:52:322,-,F1:FD:0F:93:A0:34,-76,074c0012020000
27851,27852,27-11-2022 02:17:54:327,-,F1:FD:0F:93:A0:34,-76,074c0012020000
27988,27989,27-11-2022 02:17:56:362,-,F1:FD:0F:93:A0:34,-84,074c0012020000
