,Sr No,Timestamp,Device Name,MAC_Address,RSSI,Raw Data
49,50,27-11-2022 02:10:05:085,-,6A:C4:D1:6F:0E:20,-76,0a4c0010054f1c26c3bf
64,65,27-11-2022 02:10:05:355,-,6A:C4:D1:6F:0E:20,-76,0a4c0010054f1c26c3bf
85,86,27-11-2022 02:10:05:628,-,6A:C4:D1:6F:0E:20,-76,0a4c0010054f1c26c3bf
105,106,27-11-2022 02:10:05:900,-,6A:C4:D1:6F:0E:20,-75,0a4c0010054f1c26c3bf
142,143,27-11-2022 02:10:06:442,-,6A:C4:D1:6F:0E:20,-79,0a4c0010054f1c26c3bf
174,175,27-11-2022 02:10:06:990,-,6A:C4:D1:6F:0E:20,-75,0a4c0010054f1c26c3bf
188,189,27-11-2022 02:10:07:258,-,6A:C4:D1:6F:0E:20,-78,0a4c0010054f1c26c3bf
267,268,27-11-2022 02:10:09:168,-,6A:C4:D1:6F:0E:20,-74,0a4c0010054f1c26c3bf
337,338,27-11-2022 02:10:10:538,-,6A:C4:D1:6F:0E:20,-74,0a4c0010054f1c26c3bf
416,417,27-11-2022 02:10:11:885,-,6A:C4:D1:6F:0E:20,-78,0a4c0010054f1c26c3bf
441,442,27-11-2022 02:10:12:447,-,6A:C4:D1:6F:0E:20,-73,0a4c0010054f1c26c3bf
495,496,27-11-2022 02:10:13:243,-,6A:C4:D1:6F:0E:20,-79,0a4c0010054f1c26c3bf
514,515,27-11-2022 02:10:13:521,-,6A:C4:D1:6F:0E:20,-76,0a4c0010054f1c26c3bf
570,571,27-11-2022 02:10:14:357,-,6A:C4:D1:6F:0E:20,-82,0a4c0010054f1c26c3bf
726,727,27-11-2022 02:10:16:794,-,6A:C4:D1:6F:0E:20,-81,0a4c0010054f1c26c3bf
744,745,27-11-2022 02:10:17:068,-,6A:C4:D1:6F:0E:20,-72,0a4c0010054f1c26c3bf
830,831,27-11-2022 02:10:18:431,-,6A:C4:D1:6F:0E:20,-77,0a4c0010054f1c26c3bf
872,873,27-11-2022 02:10:18:979,-,6A:C4:D1:6F:0E:20,-80,0a4c0010054f1c26c3bf
888,889,27-11-2022 02:10:19:245,-,6A:C4:D1:6F:0E:20,-73,0a4c0010054f1c26c3bf
943,944,27-11-2022 02:10:20:074,-,6A:C4:D1:6F:0E:20,-80,0a4c0010054f1c26c3bf
959,960,27-11-2022 02:10:20:341,-,6A:C4:D1:6F:0E:20,-74,0a4c0010054f1c26c3bf
1018,1019,27-11-2022 02:10:21:152,-,6A:C4:D1:6F:0E:20,-78,0a4c0010054f1c26c3bf
1052,1053,27-11-2022 02:10:21:696,-,6A:C4:D1:6F:0E:20,-73,0a4c0010054f1c26c3bf
1092,1093,27-11-2022 02:10:22:236,-,6A:C4:D1:6F:0E:20,-80,0a4c0010054f1c26c3bf
1124,1125,27-11-2022 02:10:22:793,-,6A:C4:D1:6F:0E:20,-70,0a4c0010054f1c26c3bf
1144,1145,27-11-2022 02:10:23:055,-,6A:C4:D1:6F:0E:20,-77,0a4c0010054f1c26c3bf
1202,1203,27-11-2022 02:10:23:873,-,6A:C4:D1:6F:0E:20,-73,0a4c0010054f1c26c3bf
1243,1244,27-11-2022 02:10:24:690,-,6A:C4:D1:6F:0E:20,-80,0a4c0010054f1c26c3bf
1274,1275,27-11-2022 02:10:25:228,-,6A:C4:D1:6F:0E:20,-77,0a4c0010054f1c26c3bf
1294,1295,27-11-2022 02:10:25:498,-,6A:C4:D1:6F:0E:20,-80,0a4c0010054f1c26c3bf
1316,1317,27-11-2022 02:10:25:773,-,6A:C4:D1:6F:0E:20,-79,0a4c0010054f1c26c3bf
1390,1391,27-11-2022 02:10:26:864,-,6A:C4:D1:6F:0E:20,-79,0a4c0010054f1c26c3bf
1411,1412,27-11-2022 02:10:27:134,-,6A:C4:D1:6F:0E:20,-73,0a4c0010054f1c26c3bf
1427,1428,27-11-2022 02:10:27:422,-,6A:C4:D1:6F:0E:20,-78,0a4c0010054f1c26c3bf
1523,1524,27-11-2022 02:10:28:784,-,6A:C4:D1:6F:0E:20,-77,0a4c0010054f1c26c3bf
1544,1545,27-11-2022 02:10:29:044,-,6A:C4:D1:6F:0E:20,-79,0a4c0010054f1c26c3bf
1663,1664,27-11-2022 02:10:30:667,-,6A:C4:D1:6F:0E:20,-73,0a4c0010054f1c26c3bf
1697,1698,27-11-2022 02:10:31:217,-,6A:C4:D1:6F:0E:20,-79,0a4c0010054f1c26c3bf
1714,1715,27-11-2022 02:10:31:496,-,6A:C4:D1:6F:0E:20,-78,0a4c0010054f1c26c3bf
1754,1755,27-11-2022 02:10:32:300,-,6A:C4:D1:6F:0E:20,-73,0a4c0010054f1c26c3bf
1855,1856,27-11-2022 02:10:33:935,-,6A:C4:D1:6F:0E:20,-77,0a4c0010054f1c26c3bf
1872,1873,27-11-2022 02:10:34:213,-,6A:C4:D1:6F:0E:20,-79,0a4c0010054f1c26c3bf
1910,1911,27-11-2022 02:10:34:764,-,6A:C4:D1:6F:0E:20,-73,0a4c0010054f1c26c3bf
1929,1930,27-11-2022 02:10:35:020,-,6A:C4:D1:6F:0E:20,-74,0a4c0010054f1c26c3bf
1963,1964,27-11-2022 02:10:35:575,-,6A:C4:D1:6F:0E:20,-79,0a4c0010054f1c26c3bf
2016,2017,27-11-2022 02:10:36:415,-,6A:C4:D1:6F:0E:20,-79,0a4c0010054f1c26c3bf
2058,2059,27-11-2022 02:10:36:945,-,6A:C4:D1:6F:0E:20,-70,0a4c0010054f1c26c3bf
2094,2095,27-11-2022 02:10:37:750,-,6A:C4:D1:6F:0E:20,-73,0a4c0010054f1c26c3bf
2168,2169,27-11-2022 02:10:39:660,-,6A:C4:D1:6F:0E:20,-73,0a4c0010054f1c26c3bf
2184,2185,27-11-2022 02:10:39:929,-,6A:C4:D1:6F:0E:20,-77,0a4c0010054f1c26c3bf
2199,2200,27-11-2022 02:10:40:209,-,6A:C4:D1:6F:0E:20,-80,0a4c0010054f1c26c3bf
2234,2235,27-11-2022 02:10:40:748,-,6A:C4:D1:6F:0E:20,-73,0a4c0010054f1c26c3bf
2255,2256,27-11-2022 02:10:41:034,-,6A:C4:D1:6F:0E:20,-78,0a4c0010054f1c26c3bf
2274,2275,27-11-2022 02:10:41:282,-,6A:C4:D1:6F:0E:20,-79,0a4c0010054f1c26c3bf
2298,2299,27-11-2022 02:10:41:556,-,6A:C4:D1:6F:0E:20,-79,0a4c0010054f1c26c3bf
2364,2365,27-11-2022 02:10:42:661,-,6A:C4:D1:6F:0E:20,-79,0a4c0010054f1c26c3bf
2396,2397,27-11-2022 02:10:43:212,-,6A:C4:D1:6F:0E:20,-78,0a4c0010054f1c26c3bf
2413,2414,27-11-2022 02:10:43:478,-,6A:C4:D1:6F:0E:20,-80,0a4c0010054f1c26c3bf
2483,2484,27-11-2022 02:10:45:108,-,6A:C4:D1:6F:0E:20,-78,0a4c0010054f1c26c3bf
