,Sr No,Timestamp,Device Name,MAC_Address,RSSI,Raw Data
60135,60136,27-11-2022 02:26:58:469,-,4F:0F:ED:3A:93:C0,-78,0a4c0010054a1c548f9a
60171,60172,27-11-2022 02:26:58:871,-,4F:0F:ED:3A:93:C0,-74,0a4c0010054a1c548f9a
60188,60189,27-11-2022 02:26:59:119,-,4F:0F:ED:3A:93:C0,-78,0a4c0010054a1c548f9a
60221,60222,27-11-2022 02:26:59:664,-,4F:0F:ED:3A:93:C0,-80,0a4c0010054a1c548f9a
60254,60255,27-11-2022 02:27:00:420,-,4F:0F:ED:3A:93:C0,-74,0a4c0010054a1c548f9a
60269,60270,27-11-2022 02:27:00:481,-,4F:0F:ED:3A:93:C0,-78,0a4c0010054a1c548f9a
60350,60351,27-11-2022 02:27:01:886,-,4F:0F:ED:3A:93:C0,-80,0a4c0010054a1c548f9a
60392,60393,27-11-2022 02:27:02:673,-,4F:0F:ED:3A:93:C0,-78,0a4c0010054a1c548f9a
60466,60467,27-11-2022 02:27:04:029,-,4F:0F:ED:3A:93:C0,-79,0a4c0010054a1c548f9a
60496,60497,27-11-2022 02:27:04:561,-,4F:0F:ED:3A:93:C0,-74,0a4c0010054a1c548f9a
60508,60509,27-11-2022 02:27:04:833,-,4F:0F:ED:3A:93:C0,-79,0a4c0010054a1c548f9a
60546,60547,27-11-2022 02:27:05:444,-,4F:0F:ED:3A:93:C0,-80,0a4c0010054a1c548f9a
60562,60563,27-11-2022 02:27:05:647,-,4F:0F:ED:3A:93:C0,-79,0a4c0010054a1c548f9a
60580,60581,27-11-2022 02:27:05:917,-,4F:0F:ED:3A:93:C0,-80,0a4c0010054a1c548f9a
60630,60631,27-11-2022 02:27:06:749,-,4F:0F:ED:3A:93:C0,-78,0a4c0010054a1c548f9a
60649,60650,27-11-2022 02:27:07:012,-,4F:0F:ED:3A:93:C0,-80,0a4c0010054a1c548f9a
60699,60700,27-11-2022 02:27:07:832,-,4F:0F:ED:3A:93:C0,-78,0a4c0010054a1c548f9a
60731,60732,27-11-2022 02:27:08:440,-,4F:0F:ED:3A:93:C0,-80,0a4c0010054a1c548f9a
60801,60802,27-11-2022 02:27:09:443,-,4F:0F:ED:3A:93:C0,-80,0a4c0010054a1c548f9a
60853,60854,27-11-2022 02:27:10:381,-,4F:0F:ED:3A:93:C0,-78,0a4c0010054a1c548f9a
60867,60868,27-11-2022 02:27:10:547,-,4F:0F:ED:3A:93:C0,-79,0a4c0010054a1c548f9a
60908,60909,27-11-2022 02:27:11:097,-,4F:0F:ED:3A:93:C0,-74,0a4c0010054a1c548f9a
60928,60929,27-11-2022 02:27:11:637,-,4F:0F:ED:3A:93:C0,-80,0a4c0010054a1c548f9a
60968,60969,27-11-2022 02:27:12:179,-,4F:0F:ED:3A:93:C0,-74,0a4c0010054a1c548f9a
61033,61034,27-11-2022 02:27:13:401,-,4F:0F:ED:3A:93:C0,-74,0a4c0010054a1c548f9a
61050,61051,27-11-2022 02:27:13:527,-,4F:0F:ED:3A:93:C0,-78,0a4c0010054a1c548f9a
61074,61075,27-11-2022 02:27:13:797,-,4F:0F:ED:3A:93:C0,-78,0a4c0010054a1c548f9a
61121,61122,27-11-2022 02:27:14:620,-,4F:0F:ED:3A:93:C0,-78,0a4c0010054a1c548f9a
61160,61161,27-11-2022 02:27:15:159,-,4F:0F:ED:3A:93:C0,-80,0a4c0010054a1c548f9a
61213,61214,27-11-2022 02:27:15:968,-,4F:0F:ED:3A:93:C0,-78,0a4c0010054a1c548f9a
61261,61262,27-11-2022 02:27:16:789,-,4F:0F:ED:3A:93:C0,-78,0a4c0010054a1c548f9a
61286,61287,27-11-2022 02:27:17:413,-,4F:0F:ED:3A:93:C0,-79,0a4c0010054a1c548f9a
