,Sr No,Timestamp,Device Name,MAC_Address,RSSI,Raw Data
29884,29885,27-11-2022 02:18:28:995,-,EE:A8:A9:72:56:F4,-90,074c0012020001
30094,30095,27-11-2022 02:18:32:968,-,EE:A8:A9:72:56:F4,-88,074c0012020001
30852,30853,27-11-2022 02:18:44:995,-,EE:A8:A9:72:56:F4,-90,074c0012020001
31535,31536,27-11-2022 02:18:57:024,-,EE:A8:A9:72:56:F4,-87,074c0012020001
31665,31666,27-11-2022 02:18:59:033,-,EE:A8:A9:72:56:F4,-91,074c0012020001
32031,32032,27-11-2022 02:19:05:043,-,EE:A8:A9:72:56:F4,-89,074c0012020001
32144,32145,27-11-2022 02:19:07:061,-,EE:A8:A9:72:56:F4,-89,074c0012020001
32269,32270,27-11-2022 02:19:09:057,-,EE:A8:A9:72:56:F4,-89,074c0012020001
33539,33540,27-11-2022 02:19:31:117,-,EE:A8:A9:72:56:F4,-87,074c0012020001
33864,33865,27-11-2022 02:19:37:140,-,EE:A8:A9:72:56:F4,-90,074c0012020001
35594,35595,27-11-2022 02:20:05:376,-,EE:A8:A9:72:56:F4,-90,074c0012020001
35738,35739,27-11-2022 02:20:07:307,-,EE:A8:A9:72:56:F4,-91,074c0012020001
36477,36478,27-11-2022 02:20:19:316,-,EE:A8:A9:72:56:F4,-89,074c0012020001
36581,36582,27-11-2022 02:20:21:342,-,EE:A8:A9:72:56:F4,-88,074c0012020001
36709,36710,27-11-2022 02:20:23:308,-,EE:A8:A9:72:56:F4,-92,074c0012020001
37226,37227,27-11-2022 02:20:31:356,-,EE:A8:A9:72:56:F4,-91,074c0012020001
37724,37725,27-11-2022 02:20:39:286,-,EE:A8:A9:72:56:F4,-94,074c0012020001
37885,37886,27-11-2022 02:20:43:306,-,EE:A8:A9:72:56:F4,-88,074c0012020001
38231,38232,27-11-2022 02:20:49:380,-,EE:A8:A9:72:56:F4,-89,074c0012020001
39112,39113,27-11-2022 02:21:03:364,-,EE:A8:A9:72:56:F4,-90,074c0012020001
39486,39487,27-11-2022 02:21:09:374,-,EE:A8:A9:72:56:F4,-89,074c0012020001
40240,40241,27-11-2022 02:21:23:413,-,EE:A8:A9:72:56:F4,-92,074c0012020001
41461,41462,27-11-2022 02:21:43:459,-,EE:A8:A9:72:56:F4,-90,074c0012020001
41816,41817,27-11-2022 02:21:49:480,-,EE:A8:A9:72:56:F4,-89,074c0012020001
42915,42916,27-11-2022 02:22:07:547,-,EE:A8:A9:72:56:F4,-89,074c0012020001
43060,43061,27-11-2022 02:22:09:530,-,EE:A8:A9:72:56:F4,-89,074c0012020001
43676,43677,27-11-2022 02:22:19:408,-,EE:A8:A9:72:56:F4,-88,074c0012020001
43816,43817,27-11-2022 02:22:23:419,-,EE:A8:A9:72:56:F4,-92,074c0012020001
44162,44163,27-11-2022 02:22:29:430,-,EE:A8:A9:72:56:F4,-90,074c0012020001
44406,44407,27-11-2022 02:22:33:445,-,EE:A8:A9:72:56:F4,-91,074c0012020001
44884,44885,27-11-2022 02:22:41:469,-,EE:A8:A9:72:56:F4,-89,074c0012020001
45764,45765,27-11-2022 02:22:55:515,-,EE:A8:A9:72:56:F4,-89,074c0012020001
47252,47253,27-11-2022 02:23:19:579,-,EE:A8:A9:72:56:F4,-88,074c0012020001
47438,47439,27-11-2022 02:23:23:592,-,EE:A8:A9:72:56:F4,-87,074c0012020001
47541,47542,27-11-2022 02:23:25:597,-,EE:A8:A9:72:56:F4,-89,074c0012020001
48305,48306,27-11-2022 02:23:37:636,-,EE:A8:A9:72:56:F4,-90,074c0012020001
48710,48711,27-11-2022 02:23:43:658,-,EE:A8:A9:72:56:F4,-90,074c0012020001
48961,48962,27-11-2022 02:23:47:663,-,EE:A8:A9:72:56:F4,-93,074c0012020001
49078,49079,27-11-2022 02:23:49:661,-,EE:A8:A9:72:56:F4,-86,074c0012020001
