,Sr No,Timestamp,Device Name,MAC_Address,RSSI,Raw Data
25738,25739,27-11-2022 02:17:15:037,-,C7:2C:C4:E8:38:7D,-68,074c0012020000
25815,25816,27-11-2022 02:17:17:031,-,C7:2C:C4:E8:38:7D,-80,074c0012020000
25925,25926,27-11-2022 02:17:19:036,-,C7:2C:C4:E8:38:7D,-79,074c0012020000
26054,26055,27-11-2022 02:17:21:032,-,C7:2C:C4:E8:38:7D,-82,074c0012020000
26167,26168,27-11-2022 02:17:23:048,-,C7:2C:C4:E8:38:7D,-76,074c0012020000
26247,26248,27-11-2022 02:17:25:039,-,C7:2C:C4:E8:38:7D,-84,074c0012020000
26362,26363,27-11-2022 02:17:27:042,-,C7:2C:C4:E8:38:7D,-73,074c0012020000
26479,26480,27-11-2022 02:17:29:065,-,C7:2C:C4:E8:38:7D,-63,074c0012020000
26589,26590,27-11-2022 02:17:31:065,-,C7:2C:C4:E8:38:7D,-74,074c0012020000
26947,26948,27-11-2022 02:17:37:050,-,C7:2C:C4:E8:38:7D,-34,074c0012020000
27055,27056,27-11-2022 02:17:39:055,-,C7:2C:C4:E8:38:7D,-61,074c0012020000
27273,27274,27-11-2022 02:17:43:043,-,C7:2C:C4:E8:38:7D,-43,074c0012020000
27378,27379,27-11-2022 02:17:45:052,-,C7:2C:C4:E8:38:7D,-60,074c0012020000
27484,27485,27-11-2022 02:17:47:051,-,C7:2C:C4:E8:38:7D,-68,074c0012020000
27595,27596,27-11-2022 02:17:49:053,-,C7:2C:C4:E8:38:7D,-67,074c0012020000
27683,27684,27-11-2022 02:17:51:059,-,C7:2C:C4:E8:38:7D,-76,074c0012020000
27801,27802,27-11-2022 02:17:53:054,-,C7:2C:C4:E8:38:7D,-70,074c0012020000
27905,27906,27-11-2022 02:17:55:049,-,C7:2C:C4:E8:38:7D,-74,074c0012020000
28172,28173,27-11-2022 02:17:59:054,-,C7:2C:C4:E8:38:7D,-64,074c0012020000
28252,28253,27-11-2022 02:18:01:059,-,C7:2C:C4:E8:38:7D,-72,074c0012020000
28360,28361,27-11-2022 02:18:03:052,-,C7:2C:C4:E8:38:7D,-68,074c0012020000
28605,28606,27-11-2022 02:18:07:082,-,C7:2C:C4:E8:38:7D,-65,074c0012020000
28750,28751,27-11-2022 02:18:09:071,-,C7:2C:C4:E8:38:7D,-67,074c0012020000
28888,28889,27-11-2022 02:18:11:065,-,C7:2C:C4:E8:38:7D,-72,074c0012020000
29019,29020,27-11-2022 02:18:13:066,-,C7:2C:C4:E8:38:7D,-84,074c0012020000
29144,29145,27-11-2022 02:18:15:068,-,C7:2C:C4:E8:38:7D,-82,074c0012020000
29290,29291,27-11-2022 02:18:19:073,-,C7:2C:C4:E8:38:7D,-85,074c0012020000
29412,29413,27-11-2022 02:18:21:076,-,C7:2C:C4:E8:38:7D,-78,074c0012020000
