,Sr No,Timestamp,Device Name,MAC_Address,RSSI,Raw Data
17789,17790,27-11-2022 02:15:01:917,-,D4:46:8B:62:CA:7C,-68,074c0012022400
17925,17926,27-11-2022 02:15:03:939,-,D4:46:8B:62:CA:7C,-86,074c0012022400
18698,18699,27-11-2022 02:15:17:977,-,D4:46:8B:62:CA:7C,-83,074c0012022400
18820,18821,27-11-2022 02:15:19:965,-,D4:46:8B:62:CA:7C,-86,074c0012022400
19422,19423,27-11-2022 02:15:30:019,-,D4:46:8B:62:CA:7C,-86,074c0012022400
19543,19544,27-11-2022 02:15:31:999,-,D4:46:8B:62:CA:7C,-92,074c0012022400
20463,20464,27-11-2022 02:15:48:037,-,D4:46:8B:62:CA:7C,-87,074c0012022400
20823,20824,27-11-2022 02:15:54:052,-,D4:46:8B:62:CA:7C,-87,074c0012022400
21049,21050,27-11-2022 02:15:58:058,-,D4:46:8B:62:CA:7C,-92,074c0012022400
21158,21159,27-11-2022 02:16:00:058,-,D4:46:8B:62:CA:7C,-90,074c0012022400
21300,21301,27-11-2022 02:16:02:070,-,D4:46:8B:62:CA:7C,-83,074c0012022400
21934,21935,27-11-2022 02:16:12:100,-,D4:46:8B:62:CA:7C,-83,074c0012022400
22230,22231,27-11-2022 02:16:18:114,-,D4:46:8B:62:CA:7C,-84,074c0012022400
22616,22617,27-11-2022 02:16:24:116,-,D4:46:8B:62:CA:7C,-86,074c0012022400
22866,22867,27-11-2022 02:16:28:136,-,D4:46:8B:62:CA:7C,-86,074c0012022400
23363,23364,27-11-2022 02:16:36:171,-,D4:46:8B:62:CA:7C,-87,074c0012022400
23703,23704,27-11-2022 02:16:42:183,-,D4:46:8B:62:CA:7C,-84,074c0012022400
23967,23968,27-11-2022 02:16:46:304,-,D4:46:8B:62:CA:7C,-83,074c0012022400
24090,24091,27-11-2022 02:16:48:285,-,D4:46:8B:62:CA:7C,-85,074c0012022400
24219,24220,27-11-2022 02:16:50:317,-,D4:46:8B:62:CA:7C,-88,074c0012022400
24729,24730,27-11-2022 02:16:58:285,-,D4:46:8B:62:CA:7C,-83,074c0012022400
24987,24988,27-11-2022 02:17:02:312,-,D4:46:8B:62:CA:7C,-82,074c0012022400
25114,25115,27-11-2022 02:17:04:262,-,D4:46:8B:62:CA:7C,-84,074c0012022400
25354,25355,27-11-2022 02:17:08:313,-,D4:46:8B:62:CA:7C,-83,074c0012022400
25696,25697,27-11-2022 02:17:14:297,-,D4:46:8B:62:CA:7C,-83,074c0012022400
26316,26317,27-11-2022 02:17:26:321,-,D4:46:8B:62:CA:7C,-88,074c0012022400
