,Sr No,Timestamp,Device Name,MAC_Address,RSSI,Raw Data
42929,42930,27-11-2022 02:22:07:779,-,0F:49:4A:B6:53:C1,-72,194c000906032cc0a8010b130c0ad56be35b9a60010401030c
42933,42934,27-11-2022 02:22:07:821,-,0F:49:4A:B6:53:C1,-72,194c000906032dc0a8010b130c0a5238cfd085a8010401030c
42950,42951,27-11-2022 02:22:07:987,-,0F:49:4A:B6:53:C1,-72,194c000906032dc0a8010b130c0a5238cfd085a8010401030c
42954,42955,27-11-2022 02:22:08:025,-,0F:49:4A:B6:53:C1,-72,194c000906032dc0a8010b130c0a5238cfd085a8010401030c
42979,42980,27-11-2022 02:22:08:400,-,0F:49:4A:B6:53:C1,-68,194c000906032dc0a8010b130c0a5238cfd085a8010401030c
42996,42997,27-11-2022 02:22:08:574,-,0F:49:4A:B6:53:C1,-74,194c000906032dc0a8010b130c0a5238cfd085a8010401030c
43012,43013,27-11-2022 02:22:08:769,-,0F:49:4A:B6:53:C1,-74,194c000906032dc0a8010b130c0a5238cfd085a8010401030c
43049,43050,27-11-2022 02:22:09:363,-,0F:49:4A:B6:53:C1,-68,194c000906032dc0a8010b130c0a5238cfd085a8010401030c
43070,43071,27-11-2022 02:22:09:702,-,0F:49:4A:B6:53:C1,-79,194c000906032dc0a8010b130c0a5238cfd085a8010401030c
43112,43113,27-11-2022 02:22:10:473,-,0F:49:4A:B6:53:C1,-68,194c000906032dc0a8010b130c0a5238cfd085a8010401030c
43124,43125,27-11-2022 02:22:10:642,-,0F:49:4A:B6:53:C1,-68,194c000906032dc0a8010b130c0a5238cfd085a8010401030c
43134,43135,27-11-2022 02:22:10:830,-,0F:49:4A:B6:53:C1,-74,194c000906032dc0a8010b130c0a5238cfd085a8010401030c
43149,43150,27-11-2022 02:22:11:009,-,0F:49:4A:B6:53:C1,-74,194c000906032dc0a8010b130c0a5238cfd085a8010401030c
43159,43160,27-11-2022 02:22:11:348,-,0F:49:4A:B6:53:C1,-72,194c000906032dc0a8010b130c0a5238cfd085a8010401030c
