,0__sum_values,0__median,0__mean,0__length,0__standard_deviation,0__variance,0__root_mean_square,0__maximum,0__minimum
0,143.80200000000002,6.8515,8.987625000000001,16.0,3.172096898642127,10.062198734375,9.530981160142957,13.698,6.842
0,150.482,6.845,8.851882352941177,17.0,3.89451224586828,15.167225633217996,9.67073145235299,20.489,6.832
0,136.68099999999998,6.8365,8.542562499999999,16.0,2.962227518455284,8.77479187109375,9.041579836372625,13.688,6.814
0,167.554,6.846,10.472125,16.0,5.346998537439019,28.590393359375003,11.758222458135412,24.024,6.815
0,150.44,6.842499999999999,9.4025,16.0,5.861024174579048,34.35160437500001,11.07964848833211,27.37,6.813
0,143.573,6.843,8.445470588235295,17.0,2.8958708355508143,8.386067896193772,8.928160020572053,13.685,6.803
0,157.282,6.8455,9.830125,16.0,5.393332711262582,29.088037734374993,11.212466064608623,27.384,6.822
0,136.824,6.846,9.1216,15.0,5.3948859215618885,29.104794106666663,10.597564846070378,27.37,6.826
