,0__sum_values,0__median,0__mean,0__length,0__standard_deviation,0__variance,0__maximum,0__minimum
0,120.02,0.391,0.489877551,245,0.38145617,0.145508809,2.832,0.018
0,118.02,0.357,0.481714286,245,0.386119819,0.149088514,2.875,0.014
0,122.027,0.333,0.450284133,271,0.349846572,0.122392624,3.103,0.011
0,119.291,0.313,0.445115672,268,0.442157783,0.195503505,4.896,0.014
0,120.225,0.339,0.450280899,267,0.349644677,0.1222514,3.841,0.018
0,59.809,0.274,0.430280576,139,0.310134411,0.096183353,1.969,0.046
0,119.432,0.179,0.29635732,403,0.394934931,0.155973599,3.324,0.012
0,119.155,0.176,0.276461717,431,0.32915285,0.108341599,2.241,0.013
0,121.038,0.26,0.372424615,325,0.335394259,0.112489309,1.98,0.02
0,6.115,0.691,0.6115,10,0.362536136,0.13143245,1.302,0.144
0,114.695,57.3475,57.3475,2,45.2805,2050.32368,102.628,12.067
0,120.669,14.03,24.1338,5,16.34276523,267.0859754,50.128,8.024
0,119.867,0.212,0.289533816,414,0.167477614,0.028048751,1.306,0.014
0,119.707,0.2025,0.297778607,402,0.203164194,0.04127569,1.315,0.013
0,120.401,0.198,0.279352668,431,0.162965161,0.026557644,0.995,0.011
0,119.889,0.202,0.308197943,389,0.228224824,0.05208657,1.958,0.012
0,120.091,0.197,0.288680288,416,0.187625538,0.035203342,1.646,0.014
0,119.957,0.201,0.30064411,399,0.205834979,0.042368039,1.62,0.011
0,119.863,0.199,0.308131105,389,0.208891187,0.043635528,1.927,0.017
0,99.943,0.202,0.319306709,313,0.212989452,0.045364507,1.191,0.014
0,119.674,0.303,0.404304054,296,0.24345656,0.059271097,1.699,0.011
0,120.188,0.2875,0.395355263,304,0.233088316,0.054330163,1.518,0.012
0,119.896,0.366,0.462918919,259,0.323087418,0.10438548,1.646,0.011
0,120.161,0.298,0.404582492,297,0.241611538,0.058376135,1.36,0.015
0,119.84,0.33,0.424964539,282,0.243858127,0.059466786,1.361,0.027
0,120.159,0.412,0.465732558,258,0.289387944,0.083745382,1.629,0.015
0,71.755,0.328,0.440214724,163,0.266567726,0.071058353,1.406,0.032
0,119.815,0.112,0.155806242,769,0.090829282,0.008249959,0.945,0.013
0,119.949,0.113,0.152412961,787,0.082629874,0.006827696,0.555,0.017
0,119.92,0.113,0.155538262,771,0.087892928,0.007725167,0.617,0.011
0,120.123,0.113,0.156003896,770,0.087169956,0.007598601,0.608,0.013
0,119.98,0.113,0.157247706,763,0.091844662,0.008435442,0.638,0.011
0,117.62,3.005,5.881,20,5.086138103,25.8688008,18.06,1.99
0,110.324,2.024,5.5162,20,5.451688771,29.72091046,22.059,1.972
0,122.261,7.017,7.6413125,16,5.404051093,29.20376821,18.049,1.998
0,122.41,5.999,5.564090909,22,3.262045913,10.64094354,11.999,1.967
0,126.237,4.003,6.011285714,21,4.675111113,21.85666392,20.057,1.993
0,120.324,4.0035,4.297285714,28,2.437962115,5.943659276,12.018,1.998
0,118.542,4.013,5.154,23,2.652843724,7.037579826,10.079,1.913
0,57.98,4.9285,9.663333333,6,8.926771041,79.68724122,24.005,1.972
0,118.275,3.993,3.584090909,33,1.76190409,3.104306022,8.02,1.961
0,115.627,4.007,4.282481481,27,2.62600748,6.895915287,12.034,1.273
0,120.41,2.042,4.152068966,29,3.157144956,9.967564271,14.071,1.901
0,124.24,3.996,3.8825,32,2.053025694,4.2149145,9.966,1.967
0,120.284,2.04,3.341222222,36,1.767531284,3.12416684,10.022,1.976
0,120.589,2.0175,3.173394737,38,1.691200594,2.860159449,8.034,1.942
0,120.146,2.0165,2.730590909,44,0.967027975,0.935143105,4.138,1.879
0,60.133,2.02,3.537235294,17,1.886417879,3.558572415,8.011,1.985
0,100.32,10.022,14.33142857,7,13.10896924,171.8450745,40.125,1.985
0,132.398,12.019,14.71088889,9,14.09170518,198.5761548,50.154,1.975
0,98.327,6.0125,8.193916667,12,6.521225836,42.52638641,22.077,2
0,82.16,22.0505,20.54,4,11.09400394,123.0769235,34.057,4.002
0,1.043,0.111,0.347666667,3,0.339658979,0.115368222,0.828,0.104
0,210.659,105.3295,105.3295,2,92.2285,8506.096212,197.558,13.101
0,96.825,14.783,16.1375,6,11.56817708,133.8227209,33.852,2.228
0,113.207,56.6035,56.6035,2,19.2785,371.6605623,75.882,37.325
0,52.065,11.34,13.01625,4,10.28115546,105.7021577,29.01,0.375
0,116.008,58.004,58.004,2,5.623,31.618129,63.627,52.381
0,76.189,2.415,15.2378,5,27.01804415,729.9747098,69.236,0.392
0,63.675,31.8375,31.8375,2,1.0685,1.14169225,32.906,30.769
0,153.358,18.004,38.3395,4,40.29618953,1623.78289,107.343,10.007
0,115.141,57.5705,57.5705,2,11.5675,133.8070563,69.138,46.003
0,111.723,55.8615,55.8615,2,54.8185,3005.067942,110.68,1.043
0,174.381,43.402,58.127,3,47.27775418,2235.186041,121.971,9.008
0,154.1,14.409,22.01428571,7,18.4492621,340.3752719,60.098,3.069
0,119.952,0.115,0.164769231,728,0.099059098,0.009812705,1.145,0.012
0,119.994,0.112,0.165966805,723,0.109751493,0.01204539,0.912,0.011
0,120.015,0.113,0.169512712,708,0.107584173,0.011574354,0.572,0.011
0,120.033,0.117,0.173709117,691,0.106730035,0.0113913,0.66,0.011
0,119.28,0.115,0.179099099,666,0.119468904,0.014272819,0.714,0.011
0,119.47,0.566,0.872043796,137,0.757596631,0.573952655,4.683,0.251
0,120.398,0.581,0.802653333,150,0.58088257,0.33742456,3.284,0.149
0,119.654,0.624,0.860820144,139,0.753141462,0.567222061,4.942,0.166
0,120.023,0.617,0.827744828,145,0.627713044,0.394023666,4.128,0.152
0,119.591,0.56,0.808047297,148,0.740712051,0.548654342,5.238,0.191
0,119.808,0.639,0.868173913,138,0.780578937,0.609303477,6.662,0.115
0,120.94,0.772,1.033675214,117,0.907449349,0.823464322,4.415,0.057
0,117.941,0.573,0.802319728,147,0.676319169,0.457407619,4.025,0.079
0,122.085,0.783,0.97668,125,0.827567719,0.68486833,5.485,0.092
0,119.579,0.812,0.892380597,134,0.58656391,0.344057221,3.013,0.07
0,9.956,0.612,0.765846154,13,0.659070306,0.434373669,2.471,0.179
0,92.929,10.514,18.5858,5,17.32734604,300.236921,48.8,3.075
0,85.801,40.832,28.60033333,3,17.68211308,312.6571229,41.373,3.596
0,112.087,2.004,2.802175,40,1.401715697,1.964806894,6.025,1.989
0,126.201,2.0085,3.155025,40,2.050315299,4.203792824,12.012,1.804
0,118.04,2.0185,2.81047619,42,1.381231166,1.907799535,7.989,1.928
0,122.106,2.007,2.713466667,45,1.207745624,1.458649493,6.026,1.973
0,120.596,2.0065,2.740818182,44,1.274512443,1.624381967,6.015,0.255
0,114.113,2.007,2.925974359,39,1.560851699,2.436258025,8.002,1.961
0,74.287,2.022,3.229869565,23,2.441144854,5.9591882,12.057,1.752
0,44.678,2.3305,2.792375,16,2.279849745,5.197714859,8.636,0.112
0,119.765,0.67,0.973699187,123,1.08915736,1.186263755,6.961,0.09
0,119.011,0.7725,0.9755,122,1.001807696,1.00361866,6.473,0.012
0,120.72,0.7785,0.973548387,124,0.776634316,0.603160861,5.262,0.023
0,119.65,0.7955,0.934765625,128,0.720295843,0.518826101,3.813,0.045
0,118.423,0.814,1.038798246,114,0.861698355,0.742524056,4.396,0.013
0,122.244,0.923,1.121504587,109,0.969525304,0.939979314,4.579,0.022
0,39.057,0.765,0.952609756,41,0.867267643,0.752153165,3.609,0.022
0,51.16,6.4735,8.526666667,6,6.994552563,48.92376556,20.073,1.096
0,142.049,71.0245,71.0245,2,47.7865,2283.549582,118.811,23.238
0,152.993,32.7905,38.24825,4,20.34559697,413.9433162,69.79,17.622
0,123.455,16.784,20.57583333,6,8.401564644,70.58628847,33.034,12.634
0,126.775,7.727,11.525,11,10.30231005,106.1375924,36.608,0.682
0,62.601,6.445,15.65025,4,19.36527431,375.0138492,48.569,1.142
0,119.418,1.0925,1.388581395,86,1.390104066,1.932389313,9.098,0.237
0,115.616,1.175,1.778707692,65,1.568729155,2.460911161,8.805,0.058
0,124.751,1.8475,2.310203704,54,1.943863872,3.778606755,11.262,0.268
0,119.396,1.096,1.681633803,71,1.633273359,2.667581866,7.292,0.244
0,119.981,1.115,1.874703125,64,1.636784115,2.67906224,8.001,0.1
0,120.031,1.1125,1.579355263,76,1.15491224,1.333822282,6.428,0.069
0,115.87,1.115,1.631971831,71,1.222716785,1.495036337,6.503,0.088
0,102.031,1.137,1.962134615,52,1.867971648,3.489318078,12.009,0.117
0,119.963,0.18,0.271409502,442,0.307051799,0.094280807,2.218,0.016
0,119.647,0.156,0.273791762,437,0.40174653,0.161400275,3.251,0.012
0,120.309,0.142,0.239182903,503,0.294052257,0.08646673,2.979,0.013
0,119.567,0.085,0.200615772,596,0.342240954,0.117128871,3.952,0.011
0,119.969,0.168,0.248383023,483,0.347702552,0.120897064,3.594,0.013
0,119.597,0.192,0.347665698,344,0.445604067,0.198562984,4.112,0.014
0,120.85,0.1415,0.238833992,506,0.330593675,0.109292178,3.145,0.011
0,59.733,0.189,0.276541667,216,0.25542254,0.065240674,1.297,0.011
