,0__sum_values,0__median,0__mean,0__length,0__standard_deviation,0__variance,0__root_mean_square,0__maximum,0__minimum,raw_label,Label
0,1351.193,7.9,54.04772,25,217.3483522,47240.30618,223.9675472,1118.46,6.435,robotHigh,robotHigh
0,1347.769,3.45,42.11778125,32,207.2694154,42960.61054,211.5053617,1196.03,3.441,robotMed,robotMed
0,1326.027,6.812,57.65334783,23,234.1411379,54822.07248,241.1347776,1155.78,6.789,robotHigh,robotHigh
