,0__sum_values,0__median,0__mean,0__length,0__standard_deviation,0__variance,0__root_mean_square,0__maximum,0__minimum,raw_label,Label
0,1186.6380000000001,6.846,9.198744186046513,129.0,4.54368964452041,20.64511558572201,10.259727588296217,27.384,6.803,oven,oven
