,0__sum_values,0__median,0__mean,0__length,0__standard_deviation,0__variance,0__root_mean_square,0__maximum,0__minimum,raw_label,Label
0,2699.709,6.824,57.44061702,47,235.9572244,55675.81177,242.8481753,1178.23,6.739,robotHigh,robotHigh
0,2686.91,6.8345,70.70815789,38,260.6982979,67963.60253,270.1170971,1142.23,6.778,robotMed,robotMed
