,0__sum_values,0__median,0__mean,0__length,0__standard_deviation,0__variance,0__root_mean_square,0__maximum,0__minimum,raw_label,Label
0,92.23100000000001,13.043,23.057750000000002,4.0,25.044811452424636,627.2425806875002,34.04265582691809,65.519,0.626,Med,Med
0,134.839,28.2425,33.70975,4.0,12.702192377204025,161.34569118750002,36.02350532985373,55.368,22.986,Med,Med
0,31.33,9.709499999999998,7.8325,4.0,4.1600360875838565,17.305900249999997,8.868706585517415,11.2,0.711,Med,Med
0,57.575,12.863,11.515,5.0,5.7601865594787816,33.1797492,12.875363070608921,17.255,0.706,Med,Med
0,168.537,45.942,56.179,3.0,38.3458420779446,1470.403604666667,68.01825964891094,107.417,15.178,Med,Med
0,214.238,107.119,107.119,2.0,93.173,8681.207929,141.9707296945395,200.292,13.946,Med,Med
0,106.35000000000001,18.072000000000003,17.725,6.0,11.338115819364933,128.55287033333335,21.041114403313657,32.627,0.677,Med,Med
0,100.59400000000001,42.383,33.531333333333336,3.0,24.04242545076423,578.0382215555557,41.26001135078209,57.536,0.675,Med,Med
0,116.14799999999998,6.832000000000001,8.296285714285712,14.0,3.817091627115587,14.57018848979592,9.132280391165022,20.503,6.803,Med,Med
0,121.98299999999998,10.249,12.198299999999998,10.0,6.46862926824532,41.84316460999999,13.807305584363663,26.296,6.813,Med,Med
0,108.376,6.837,21.6752,5.0,18.207635930015737,331.51800616,28.307813430217458,45.528,6.826,Med,Med
0,113.268,43.946,37.756,3.0,23.1408149525177,535.4973166666667,44.283324769789665,62.491,6.831,Med,Med
0,110.687,6.852,22.1374,5.0,18.73107584310095,350.85320224,28.998580672163943,45.198,6.837,Med,Med
0,102.961,6.868,7.920076923076923,13.0,2.4818594908947564,6.1596265325443795,8.299834034485267,13.75,6.836,Med,Med
0,71.404,35.702,35.702,2.0,28.834,831.399556,45.891528194210316,64.536,6.868,Med,Med
0,146.274,66.592,48.758,3.0,29.724241767733396,883.5305486666666,57.10405513329738,72.807,6.875,Med,Med
0,122.265,61.1325,61.1325,2.0,54.258500000000005,2943.9848222500004,81.73840822098263,115.391,6.874,Med,Med
0,122.242,29.819000000000003,30.5605,4.0,23.725295598790755,562.88965125,38.68893655168103,55.749,6.855,Med,Med
0,100.99300000000001,38.322,33.66433333333334,3.0,20.257760230478485,410.3768495555557,39.289492085458846,55.816,6.855,Med,Med
0,137.75900000000001,6.887,27.551800000000004,5.0,25.431943302862248,646.78374016,37.49513866356544,62.219,6.863,Med,Med
0,150.38400000000001,38.322,30.076800000000002,5.0,19.476403594093032,379.33029696,35.832167045826296,52.41,6.842,Med,Med
0,100.836,25.113999999999997,25.209,4.0,18.346999741102085,336.6123994999999,31.17861575663679,43.747,6.861,Med,Med
0,142.789,48.823,47.59633333333333,3.0,2.884290130266988,8.319129555555557,47.683645795317844,50.352,43.614,Med,Med
0,13.734,6.867,6.867,2.0,0.009000000000000341,8.100000000000614e-05,6.86700589776942,6.876,6.858,Med,Med
0,20.545,6.849,6.848333333333334,3.0,0.0016996731711974658,2.88888888888845e-06,6.8483335442524504,6.85,6.846,Med,Med
0,116.40799999999999,6.846500000000001,8.314857142857141,14.0,3.821321739494686,14.602499836734694,9.15092067186997,20.549,6.838,Med,Med
0,68.482,6.8495,8.56025,8.0,4.529815000361494,20.519223937500005,9.684890500155385,20.545,6.835,Med,Med
0,114.254,6.847,8.788769230769232,13.0,3.3052962663404353,10.924983408284023,9.389752286402448,13.699,4.805,High,High
0,123.14700000000002,6.845,11.19518181818182,11.0,6.034203281268326,36.411609239669424,12.717849864730209,20.54,6.83,High,High
0,116.303,6.842,7.2689375,16.0,1.6607618909987518,2.7581300585937503,7.456244526402014,13.701,6.827,High,High
0,123.161,6.843999999999999,7.6975625,16.0,2.264380488366244,5.12741899609375,8.02370783600076,13.689,6.817,High,High
0,109.458,6.845,8.419846153846153,13.0,2.8836754283953945,8.315583976331363,8.899965911775686,13.698,6.827,High,High
0,116.39500000000001,6.8445,7.274687500000001,16.0,1.6600754771526958,2.7558505898437504,7.461697448469752,13.704,6.825,High,High
0,123.238,6.856,9.479846153846154,13.0,4.2761757689670095,18.285679207100596,10.399671259597215,20.536,6.833,High,High
0,116.36399999999999,6.8475,8.311714285714285,14.0,2.809247393585575,7.8918709183673466,8.773623270104222,13.699,6.834,High,High
0,123.195,6.844,7.246764705882352,17.0,1.6128293928742221,2.601218650519032,7.424070133891595,13.698,6.831,High,High
0,109.49799999999999,6.845,7.299866666666666,15.0,1.7086417165560353,2.9194565155555545,7.497166789305588,13.693,6.834,High,High
