,0__sum_values,0__median,0__mean,0__length,0__standard_deviation,0__variance,0__maximum,0__minimum,Experiment Number,Unnamed: 1,Energy Management,Interval,Environment,Test Duration
299,120.062,8.0085,12.0062,10,11.99760284,143.942474,47.999,7.992,14,,CY_LVD_THRESHOLD_2_50_V,1 second,Office - light OFF,10 mins
300,119.928,8.004,13.32533333,9,9.998627361,99.97254911,40.067,7.977,14,,CY_LVD_THRESHOLD_2_50_V,1 second,Office - light OFF,10 mins
301,103.69,11.9785,17.28166667,6,14.1135865,199.1933239,47.811,7.963,14,,CY_LVD_THRESHOLD_2_50_V,1 second,Office - light OFF,10 mins
302,119.471,3.5225,6.637277778,18,4.636923199,21.50105676,17.43,3.513,10,,CY_LVD_THRESHOLD_2_00_V,4 seconds,Office - light OFF,10 mins
303,117.92,3.524,6.206315789,19,4.073400378,16.59259064,13.792,3.518,10,,CY_LVD_THRESHOLD_2_00_V,4 seconds,Office - light OFF,10 mins
304,104.295,3.523,6.135,17,3.618461942,13.09326682,13.783,3.521,10,,CY_LVD_THRESHOLD_2_00_V,4 seconds,Office - light OFF,10 mins
305,116.939,6.892,12.99322222,9,8.83454814,78.04924084,34.351,6.878,11,,CY_LVD_THRESHOLD_2_00_V,7 seconds,Office - light ON,10 mins
306,117.222,6.896,10.65654545,11,9.912270581,98.25310807,41.376,6.887,11,,CY_LVD_THRESHOLD_2_00_V,7 seconds,Office - light ON,10 mins
307,117.345,6.904,7.3340625,16,1.669757784,2.788091059,13.801,6.897,11,,CY_LVD_THRESHOLD_2_00_V,7 seconds,Office - light ON,10 mins
308,117.404,6.9065,8.386,14,2.833288675,8.027524714,13.815,6.904,11,,CY_LVD_THRESHOLD_2_00_V,7 seconds,Office - light ON,10 mins
309,124.324,6.908,11.30218182,11,8.470236004,71.74489797,34.533,6.905,11,,CY_LVD_THRESHOLD_2_00_V,7 seconds,Office - light ON,10 mins
310,13.815,6.9075,6.9075,2,0.0015,2.25E-06,6.909,6.906,11,,CY_LVD_THRESHOLD_2_00_V,7 seconds,Office - light ON,10 mins
311,117.033,3.519,10.63936364,11,10.304165,106.1758164,34.123,3.465,38,Extra Capacitor,CY_LVD_THRESHOLD_2_00_V,4 seconds,Office - light OFF,10 mins
312,96.789,3.5125,8.06575,12,7.649300394,58.51179652,30.606,3.419,38,Extra Capacitor,CY_LVD_THRESHOLD_2_00_V,4 seconds,Office - light OFF,10 mins
313,144.881,3.5045,10.34864286,14,9.732085143,94.71348123,30.683,3.466,38,Extra Capacitor,CY_LVD_THRESHOLD_2_00_V,4 seconds,Office - light OFF,10 mins
314,117.116,3.515,7.807733333,15,9.171932959,84.1243542,34.188,3.419,38,Extra Capacitor,CY_LVD_THRESHOLD_2_00_V,4 seconds,Office - light OFF,10 mins
315,103.38,5.216,8.615,12,7.744928685,59.98392033,30.292,3.405,38,Extra Capacitor,CY_LVD_THRESHOLD_2_00_V,4 seconds,Office - light OFF,10 mins
316,117.141,6.505,6.890647059,17,1.531893367,2.346697287,13.018,6.493,13,,CY_LVD_THRESHOLD_2_50_V,1 second,Office - light ON,10 mins
317,117.159,6.513,7.8106,15,2.601552762,6.768076773,13.036,6.498,13,,CY_LVD_THRESHOLD_2_50_V,1 second,Office - light ON,10 mins
318,123.715,6.511,6.873055556,18,1.491342031,2.224101052,13.022,6.505,13,,CY_LVD_THRESHOLD_2_50_V,1 second,Office - light ON,10 mins
319,117.169,6.509,6.892294118,17,1.531183117,2.344521737,13.017,6.502,13,,CY_LVD_THRESHOLD_2_50_V,1 second,Office - light ON,10 mins
320,117.133,6.5095,8.366642857,14,2.937984066,8.631750372,13.017,6.505,13,,CY_LVD_THRESHOLD_2_50_V,1 second,Office - light ON,10 mins
321,97.659,6.508,8.878090909,11,4.187026879,17.53119408,19.519,6.501,13,,CY_LVD_THRESHOLD_2_50_V,1 second,Office - light ON,10 mins
322,119.442,7.029,8.531571429,14,2.882781958,8.310431816,14.061,7.013,12,,CY_LVD_THRESHOLD_2_00_V,7 seconds,Office - light OFF,10 mins
323,119.568,7.035,7.9712,15,2.388421214,5.704555893,14.062,7.031,12,,CY_LVD_THRESHOLD_2_00_V,7 seconds,Office - light OFF,10 mins
324,119.628,7.038,7.47675,16,1.70237171,2.898069438,14.07,7.032,12,,CY_LVD_THRESHOLD_2_00_V,7 seconds,Office - light OFF,10 mins
325,119.658,7.039,7.9772,15,2.391755595,5.720494827,14.077,7.035,12,,CY_LVD_THRESHOLD_2_00_V,7 seconds,Office - light OFF,10 mins
326,105.602,7.04,8.123230769,13,2.540615496,6.454727101,14.084,7.036,12,,CY_LVD_THRESHOLD_2_00_V,7 seconds,Office - light OFF,10 mins
327,93.703,6.899,8.518454545,11,6.638635982,44.0714877,28.208,3.439,39,Extra Capacitor,CY_LVD_THRESHOLD_2_00_V,4 second,Office - Min light,10 mins
328,119.609,6.8895,9.967416667,12,9.180800087,84.28709024,28.848,3.421,39,Extra Capacitor,CY_LVD_THRESHOLD_2_00_V,4 second,Office - Min light,10 mins
329,130.906,8.64,16.36325,8,17.33160789,300.3846322,53.575,3.424,39,Extra Capacitor,CY_LVD_THRESHOLD_2_00_V,4 second,Office - Min light,10 mins
330,117.614,3.496,9.047230769,13,9.685002189,93.79926741,32.759,3.437,39,Extra Capacitor,CY_LVD_THRESHOLD_2_00_V,4 second,Office - Min light,10 mins
331,104.559,6.889,11.61766667,9,12.63018282,159.521518,36.665,3.431,39,Extra Capacitor,CY_LVD_THRESHOLD_2_00_V,4 second,Office - Min light,10 mins
332,68.046,6.9015,17.0115,4,19.54793558,382.1217852,50.782,3.461,39,Extra Capacitor,CY_LVD_THRESHOLD_2_00_V,4 second,Office - Min light,10 mins
333,117.045,6.895,10.64045455,11,6.138970174,37.68695479,27.542,6.83,49,Extra Capacitor,CY_LVD_THRESHOLD_2_50_V,7 seconds,Office - light ON,10 mins
334,103.35,6.902,11.48333333,9,8.602738763,74.00711422,34.465,6.826,49,Extra Capacitor,CY_LVD_THRESHOLD_2_50_V,7 seconds,Office - light ON,10 mins
335,137.874,13.78,12.534,11,5.740251562,32.950488,20.679,6.861,49,Extra Capacitor,CY_LVD_THRESHOLD_2_50_V,7 seconds,Office - light ON,10 mins
336,110.319,6.918,11.0319,10,6.314689057,39.87529789,27.544,6.857,49,Extra Capacitor,CY_LVD_THRESHOLD_2_50_V,7 seconds,Office - light ON,10 mins
337,124.135,6.9215,10.34458333,12,4.457815711,19.87212091,20.673,6.831,49,Extra Capacitor,CY_LVD_THRESHOLD_2_50_V,7 seconds,Office - light ON,10 mins
338,124.065,6.927,10.33875,12,4.459487977,19.88703302,20.719,6.853,49,Extra Capacitor,CY_LVD_THRESHOLD_2_50_V,7 seconds,Office - light ON,10 mins
339,117.251,13.712,13.02788889,9,6.837221925,46.74760365,27.533,6.891,49,Extra Capacitor,CY_LVD_THRESHOLD_2_50_V,7 seconds,Office - light ON,10 mins
340,117.165,13.782,13.01833333,9,6.037835006,36.45545156,20.689,6.805,49,Extra Capacitor,CY_LVD_THRESHOLD_2_50_V,7 seconds,Office - light ON,10 mins
341,124.138,13.853,15.51725,8,4.556134292,20.75835969,20.73,6.912,49,Extra Capacitor,CY_LVD_THRESHOLD_2_50_V,7 seconds,Office - light ON,10 mins
342,124.138,6.909,10.34483333,12,4.462094442,19.91028681,20.701,6.861,49,Extra Capacitor,CY_LVD_THRESHOLD_2_50_V,7 seconds,Office - light ON,10 mins
343,117.281,13.857,14.660125,8,5.377119801,28.91341736,20.709,6.876,49,Extra Capacitor,CY_LVD_THRESHOLD_2_50_V,7 seconds,Office - light ON,10 mins
344,110.352,13.7415,13.794,8,6.9345042,48.0873485,27.691,6.852,49,Extra Capacitor,CY_LVD_THRESHOLD_2_50_V,7 seconds,Office - light ON,10 mins
345,131.056,13.769,13.1056,10,6.506349133,42.33257904,27.591,6.828,49,Extra Capacitor,CY_LVD_THRESHOLD_2_50_V,7 seconds,Office - light ON,10 mins
346,110.404,6.935,11.0404,10,6.317042302,39.90502344,20.703,6.836,49,Extra Capacitor,CY_LVD_THRESHOLD_2_50_V,7 seconds,Office - light ON,10 mins
347,34.496,6.895,8.624,4,3.038183256,9.2305575,13.886,6.82,49,Extra Capacitor,CY_LVD_THRESHOLD_2_50_V,7 seconds,Office - light ON,10 mins
348,110.565,6.917,12.285,9,9.081352812,82.47096889,34.546,6.906,60,Extra Capacitor,CySysLvdDisable,7 second,Office - Min Light,10 mins
349,117.474,20.722,16.782,7,7.25430162,52.624892,27.647,6.908,60,Extra Capacitor,CySysLvdDisable,7 second,Office - Min Light,10 mins
350,117.634,13.839,16.80485714,7,9.683693443,93.77391869,34.592,6.921,58,Extra Capacitor,CySysLvdDisable,7 seconds,Office - light ON,10 mins
351,83.04,6.928,9.226666667,9,4.612013299,21.27066667,20.758,6.897,58,Extra Capacitor,CySysLvdDisable,7 seconds,Office - light ON,10 mins
352,138.37,13.841,23.06166667,6,15.82027786,250.2811916,48.453,6.903,58,Extra Capacitor,CySysLvdDisable,7 seconds,Office - light ON,10 mins
353,124.563,6.921,11.32390909,11,7.96235644,63.39912008,27.696,6.907,58,Extra Capacitor,CySysLvdDisable,7 seconds,Office - light ON,10 mins
354,131.447,17.294,21.90783333,6,15.687067,246.0840711,55.356,6.915,58,Extra Capacitor,CySysLvdDisable,7 seconds,Office - light ON,10 mins
355,27.692,13.846,13.846,2,6.922,47.914084,20.768,6.924,58,Extra Capacitor,CySysLvdDisable,7 seconds,Office - light ON,10 mins
356,119.078,10.499,11.9078,10,5.469934201,29.92018016,21.021,6.996,59,Extra Capacitor,CySysLvdDisable,7 seconds,Office - light OFF,10 mins
357,119.016,13.991,10.81963636,11,3.488329798,12.16844478,14.034,6.977,59,Extra Capacitor,CySysLvdDisable,7 seconds,Office - light OFF,10 mins
358,104.997,14.01,14.99957143,7,6.926248147,47.97291339,27.994,6.996,59,Extra Capacitor,CySysLvdDisable,7 seconds,Office - light OFF,10 mins
359,125.982,13.9985,15.74775,8,9.092066318,82.66566994,35,6.992,59,Extra Capacitor,CySysLvdDisable,7 seconds,Office - light OFF,10 mins
360,111.978,10.4985,11.1978,10,4.639842127,21.52813496,20.987,6.994,59,Extra Capacitor,CySysLvdDisable,7 seconds,Office - light OFF,10 mins
361,132.927,7.019,12.08427273,11,6.733820111,45.34433329,27.977,6.962,59,Extra Capacitor,CySysLvdDisable,7 seconds,Office - light OFF,10 mins
362,28.007,7.008,9.335666667,3,3.303137936,10.91072022,14.007,6.992,59,Extra Capacitor,CySysLvdDisable,7 seconds,Office - light OFF,10 mins
