Sr No,Timestamp,,,Device Name,MAC Address,RSSI,Raw Data
81,03-03-2022 01:29:37:967,,,-,00:A0:50:0C:22:10,-55,1a1310002150005000100001000800000805f9b013100017563c3
82,03-03-2022 01:29:41:423,,,-,00:A0:50:0C:22:10,-55,1a1310002150005000100001000800000805f9b013100017663c3
83,03-03-2022 01:29:44:855,,,-,00:A0:50:0C:22:10,-55,1a1310002150005000100001000800000805f9b013100017663c3
84,03-03-2022 01:29:51:737,,,-,00:A0:50:0C:22:10,-50,1a1310002150005000100001000800000805f9b013100017563c3
85,03-03-2022 01:30:02:105,,,-,00:A0:50:0C:22:10,-49,1a1310002150005000100001000800000805f9b013100017663c3
86,03-03-2022 01:30:05:521,,,-,00:A0:50:0C:22:10,-50,1a1310002150005000100001000800000805f9b013100017663c3
87,03-03-2022 01:30:08:945,,,-,00:A0:50:0C:22:10,-50,1a1310002150005000100001000800000805f9b013100017563c3
88,03-03-2022 01:30:19:273,,,-,00:A0:50:0C:22:10,-55,1a1310002150005000100001000800000805f9b013100017563c3
89,03-03-2022 01:30:22:708,,,-,00:A0:50:0C:22:10,-55,1a1310002150005000100001000800000805f9b013100017563c3
90,03-03-2022 01:30:26:152,,,-,00:A0:50:0C:22:10,-49,1a1310002150005000100001000800000805f9b013100017563c3
91,03-03-2022 01:30:33:042,,,-,00:A0:50:0C:22:10,-51,1a1310002150005000100001000800000805f9b013100017563c3
92,03-03-2022 01:30:39:952,,,-,00:A0:50:0C:22:10,-49,1a1310002150005000100001000800000805f9b013100017563c3
93,03-03-2022 01:30:43:373,,,-,00:A0:50:0C:22:10,-50,1a1310002150005000100001000800000805f9b013100017563c3
94,03-03-2022 01:30:57:168,,,-,00:A0:50:0C:22:10,-55,1a1310002150005000100001000800000805f9b013100017563c3
