Sr No,Timestamp,Device Name,MAC Address,RSSI,Raw Data,,,,,Timestamp
28,26-12-2021 16:34:31:116,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:34:31:116
29,26-12-2021 16:34:34:566,-,00:A0:50:0C:22:10,-62,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:34:34:566
30,26-12-2021 16:34:38:019,-,00:A0:50:0C:22:10,-66,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:34:38:019
31,26-12-2021 16:34:41:471,-,00:A0:50:0C:22:10,-68,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:34:41:471
32,26-12-2021 16:34:44:925,-,00:A0:50:0C:22:10,-68,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:34:44:925
33,26-12-2021 16:34:48:374,-,00:A0:50:0C:22:10,-67,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:34:48:374
34,26-12-2021 16:34:51:829,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:34:51:829
35,26-12-2021 16:34:55:274,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:34:55:274
36,26-12-2021 16:34:58:727,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:34:58:727
37,26-12-2021 16:35:02:178,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:35:02:178
38,26-12-2021 16:35:05:635,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:35:05:635
39,26-12-2021 16:35:09:085,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:35:09:085
40,26-12-2021 16:35:12:541,-,00:A0:50:0C:22:10,-66,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:35:12:541
41,26-12-2021 16:35:15:988,-,00:A0:50:0C:22:10,-66,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:35:15:988
42,26-12-2021 16:35:19:444,-,00:A0:50:0C:22:10,-66,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:35:19:444
43,26-12-2021 16:35:22:891,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:35:22:891
44,26-12-2021 16:35:26:345,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:35:26:345
45,26-12-2021 16:35:29:799,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:35:29:799
46,26-12-2021 16:35:33:250,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:35:33:250
47,26-12-2021 16:35:36:701,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:35:36:701
48,26-12-2021 16:35:40:154,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:35:40:154
49,26-12-2021 16:35:47:059,-,00:A0:50:0C:22:10,-66,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:35:47:059
50,26-12-2021 16:35:50:512,-,00:A0:50:0C:22:10,-75,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:35:50:512
51,26-12-2021 16:35:53:960,-,00:A0:50:0C:22:10,-66,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:35:53:960
52,26-12-2021 16:35:57:411,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:35:57:411
53,26-12-2021 16:36:04:314,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:36:04:314
54,26-12-2021 16:36:07:763,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:36:07:763
55,26-12-2021 16:36:11:220,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:36:11:220
56,26-12-2021 16:36:14:673,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:36:14:673
57,26-12-2021 16:36:18:122,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:36:18:122
58,26-12-2021 16:36:21:573,-,00:A0:50:0C:22:10,-68,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:36:21:573
59,26-12-2021 16:36:25:024,-,00:A0:50:0C:22:10,-68,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:36:25:024
60,26-12-2021 16:36:28:479,-,00:A0:50:0C:22:10,-66,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:36:28:479
61,26-12-2021 16:36:35:382,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:36:35:382
62,26-12-2021 16:36:38:832,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:36:38:832
63,26-12-2021 16:36:42:283,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:36:42:283
64,26-12-2021 16:36:45:733,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:36:45:733
65,26-12-2021 16:36:49:184,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:36:49:184
66,26-12-2021 16:36:52:633,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:36:52:633
67,26-12-2021 16:36:56:090,-,00:A0:50:0C:22:10,-68,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:36:56:090
68,26-12-2021 16:36:59:541,-,00:A0:50:0C:22:10,-66,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:36:59:541
69,26-12-2021 16:37:02:999,-,00:A0:50:0C:22:10,-66,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:37:02:999
70,26-12-2021 16:37:06:443,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:37:06:443
71,26-12-2021 16:37:13:349,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:37:13:349
72,26-12-2021 16:37:16:801,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:37:16:801
73,26-12-2021 16:37:20:252,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:37:20:252
74,26-12-2021 16:37:23:706,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:37:23:706
75,26-12-2021 16:37:27:156,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:37:27:156
76,26-12-2021 16:37:30:607,-,00:A0:50:0C:22:10,-68,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:37:30:607
77,26-12-2021 16:37:34:062,-,00:A0:50:0C:22:10,-68,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:37:34:062
78,26-12-2021 16:37:37:514,-,00:A0:50:0C:22:10,-75,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:37:37:514
79,26-12-2021 16:37:40:965,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:37:40:965
80,26-12-2021 16:37:54:777,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:37:54:777
81,26-12-2021 16:37:58:223,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:37:58:223
82,26-12-2021 16:38:01:682,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:38:01:682
83,26-12-2021 16:38:05:131,-,00:A0:50:0C:22:10,-67,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:38:05:131
84,26-12-2021 16:38:08:587,-,00:A0:50:0C:22:10,-68,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:38:08:587
85,26-12-2021 16:38:12:037,-,00:A0:50:0C:22:10,-67,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:38:12:037
86,26-12-2021 16:38:15:488,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:38:15:488
87,26-12-2021 16:38:18:941,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:38:18:941
88,26-12-2021 16:38:22:391,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:38:22:391
89,26-12-2021 16:38:32:753,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:38:32:753
90,26-12-2021 16:38:36:205,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:38:36:205
91,26-12-2021 16:38:43:111,-,00:A0:50:0C:22:10,-68,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:38:43:111
92,26-12-2021 16:38:46:561,-,00:A0:50:0C:22:10,-68,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:38:46:561
93,26-12-2021 16:38:50:011,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:38:50:011
94,26-12-2021 16:38:53:464,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:38:53:464
95,26-12-2021 16:38:56:915,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:38:56:915
96,26-12-2021 16:39:00:369,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:39:00:369
97,26-12-2021 16:39:07:272,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:39:07:272
98,26-12-2021 16:39:10:730,-,00:A0:50:0C:22:10,-67,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:39:10:730
99,26-12-2021 16:39:14:183,-,00:A0:50:0C:22:10,-66,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:39:14:183
100,26-12-2021 16:39:17:629,-,00:A0:50:0C:22:10,-67,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:39:17:629
101,26-12-2021 16:39:24:538,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015e62c3,,,,,26-12-2021 16:39:24:538
102,26-12-2021 16:39:27:990,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:39:27:990
103,26-12-2021 16:39:31:445,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:39:31:445
104,26-12-2021 16:39:34:894,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:39:34:894
105,26-12-2021 16:39:38:348,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:39:38:348
106,26-12-2021 16:39:41:801,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:39:41:801
107,26-12-2021 16:39:45:253,-,00:A0:50:0C:22:10,-68,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:39:45:253
108,26-12-2021 16:39:48:706,-,00:A0:50:0C:22:10,-66,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:39:48:706
109,26-12-2021 16:39:52:159,-,00:A0:50:0C:22:10,-66,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:39:52:159
110,26-12-2021 16:39:59:059,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:39:59:059
111,26-12-2021 16:40:02:518,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:40:02:518
112,26-12-2021 16:40:05:965,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:40:05:965
113,26-12-2021 16:40:09:414,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:40:09:414
114,26-12-2021 16:40:12:874,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:40:12:874
115,26-12-2021 16:40:16:325,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:40:16:325
116,26-12-2021 16:40:26:676,-,00:A0:50:0C:22:10,-67,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:40:26:676
117,26-12-2021 16:40:30:127,-,00:A0:50:0C:22:10,-68,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:40:30:127
118,26-12-2021 16:40:37:034,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:40:37:034
119,26-12-2021 16:40:40:482,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:40:40:482
120,26-12-2021 16:40:43:931,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:40:43:931
121,26-12-2021 16:40:47:386,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:40:47:386
122,26-12-2021 16:40:50:834,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:40:50:834
123,26-12-2021 16:40:54:291,-,00:A0:50:0C:22:10,-68,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:40:54:291
124,26-12-2021 16:40:57:741,-,00:A0:50:0C:22:10,-68,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:40:57:741
125,26-12-2021 16:41:01:192,-,00:A0:50:0C:22:10,-67,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:41:01:192
126,26-12-2021 16:41:08:093,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:41:08:093
127,26-12-2021 16:41:11:550,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:41:11:550
128,26-12-2021 16:41:15:001,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:41:15:001
129,26-12-2021 16:41:18:452,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:41:18:452
130,26-12-2021 16:41:25:355,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:41:25:355
131,26-12-2021 16:41:28:809,-,00:A0:50:0C:22:10,-66,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:41:28:809
132,26-12-2021 16:41:32:267,-,00:A0:50:0C:22:10,-66,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:41:32:267
133,26-12-2021 16:41:35:711,-,00:A0:50:0C:22:10,-66,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:41:35:711
134,26-12-2021 16:41:39:166,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:41:39:166
135,26-12-2021 16:41:42:617,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:41:42:617
136,26-12-2021 16:41:49:523,-,00:A0:50:0C:22:10,-62,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:41:49:523
137,26-12-2021 16:41:52:974,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:41:52:974
138,26-12-2021 16:41:56:431,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:41:56:431
139,26-12-2021 16:41:59:878,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:41:59:878
140,26-12-2021 16:42:03:336,-,00:A0:50:0C:22:10,-68,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:42:03:336
141,26-12-2021 16:42:06:790,-,00:A0:50:0C:22:10,-68,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:42:06:790
142,26-12-2021 16:42:10:236,-,00:A0:50:0C:22:10,-66,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:42:10:236
143,26-12-2021 16:42:17:138,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:42:17:138
144,26-12-2021 16:42:20:589,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:42:20:589
145,26-12-2021 16:42:24:042,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:42:24:042
146,26-12-2021 16:42:27:498,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:42:27:498
147,26-12-2021 16:42:34:404,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:42:34:404
148,26-12-2021 16:42:37:853,-,00:A0:50:0C:22:10,-68,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:42:37:853
149,26-12-2021 16:42:41:303,-,00:A0:50:0C:22:10,-68,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:42:41:303
150,26-12-2021 16:42:44:755,-,00:A0:50:0C:22:10,-68,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:42:44:755
151,26-12-2021 16:42:55:114,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:42:55:114
152,26-12-2021 16:42:58:563,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:42:58:563
153,26-12-2021 16:43:02:013,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:43:02:013
154,26-12-2021 16:43:08:918,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:43:08:918
155,26-12-2021 16:43:12:372,-,00:A0:50:0C:22:10,-67,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:43:12:372
156,26-12-2021 16:43:15:823,-,00:A0:50:0C:22:10,-67,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:43:15:823
157,26-12-2021 16:43:19:273,-,00:A0:50:0C:22:10,-68,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:43:19:273
158,26-12-2021 16:43:22:724,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:43:22:724
159,26-12-2021 16:43:26:177,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:43:26:177
160,26-12-2021 16:43:33:079,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:43:33:079
161,26-12-2021 16:43:36:531,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:43:36:531
162,26-12-2021 16:43:39:985,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:43:39:985
163,26-12-2021 16:43:46:889,-,00:A0:50:0C:22:10,-67,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:43:46:889
164,26-12-2021 16:43:50:341,-,00:A0:50:0C:22:10,-67,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:43:50:341
165,26-12-2021 16:43:53:793,-,00:A0:50:0C:22:10,-68,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:43:53:793
166,26-12-2021 16:43:57:251,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:43:57:251
167,26-12-2021 16:44:00:697,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:44:00:697
168,26-12-2021 16:44:04:146,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:44:04:146
169,26-12-2021 16:44:11:049,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:44:11:049
170,26-12-2021 16:44:14:503,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:44:14:503
171,26-12-2021 16:44:17:957,-,00:A0:50:0C:22:10,-61,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:44:17:957
172,26-12-2021 16:44:21:410,-,00:A0:50:0C:22:10,-68,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:44:21:410
173,26-12-2021 16:44:24:866,-,00:A0:50:0C:22:10,-67,1a1310002150005000100001000800000805f9b013100015d62c3,,,,,26-12-2021 16:44:24:866
