Sr No,Timestamp,Timestamp,,Device Name,MAC Address,RSSI,Raw Data,,,,,,,,,,,,,,,,,,,,
26,03-03-2022 01:44:13:646,3/3/2022 0:00:00,01:44:13:646,-,00:A0:50:0C:22:10,-49,1a1310002150005000100001000800000805f9b013100017363c3,,,,1,44,13,646,2653,14,,,,,,,,,,,
27,03-03-2022 01:44:27:572,3/3/2022 0:00:00,01:44:27:572,-,00:A0:50:0C:22:10,-50,1a1310002150005000100001000800000805f9b013100017363c3,,,,1,44,27,572,2667,14,,,,,,,,,,,
28,03-03-2022 01:44:41:482,3/3/2022 0:00:00,01:44:41:482,-,00:A0:50:0C:22:10,-52,1a1310002150005000100001000800000805f9b013100017363c3,,,,1,44,41,482,2681,3,,,,,,,,,,,
29,03-03-2022 01:44:44:980,3/3/2022 0:00:00,01:44:44:980,-,00:A0:50:0C:22:10,-52,1a1310002150005000100001000800000805f9b013100017364c3,,,,1,44,44,980,2684,4,,,,,,,,,,,
30,03-03-2022 01:44:48:442,3/3/2022 0:00:00,01:44:48:442,-,00:A0:50:0C:22:10,-48,1a1310002150005000100001000800000805f9b013100017363c3,,,,1,44,48,442,2688,7,,,,,,,,,,,
31,03-03-2022 01:44:55:419,3/3/2022 0:00:00,01:44:55:419,-,00:A0:50:0C:22:10,-49,1a1310002150005000100001000800000805f9b013100017363c3,,,,1,44,55,419,2695,7,,,,,,,,,,,
32,03-03-2022 01:45:02:437,3/3/2022 0:00:00,01:45:02:437,-,00:A0:50:0C:22:10,-48,1a1310002150005000100001000800000805f9b013100017363c3,,,,1,45,2,437,2702,3,,,,,,,,,,,
33,03-03-2022 01:45:05:865,3/3/2022 0:00:00,01:45:05:865,-,00:A0:50:0C:22:10,-49,1a1310002150005000100001000800000805f9b013100017463c3,,,,1,45,5,865,2705,14,,,,,,,,,,,
34,03-03-2022 01:45:19:752,3/3/2022 0:00:00,01:45:19:752,-,00:A0:50:0C:22:10,-48,1a1310002150005000100001000800000805f9b013100017463c3,,,,1,45,19,752,2719,7,,,,,,,,,,,
35,03-03-2022 01:45:26:759,3/3/2022 0:00:00,01:45:26:759,-,00:A0:50:0C:22:10,-52,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,45,26,759,2726,4,,,,,,,,,,,
36,03-03-2022 01:45:30:190,3/3/2022 0:00:00,01:45:30:190,-,00:A0:50:0C:22:10,-52,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,45,30,190,2730,14,,,,,,,,,,,
37,03-03-2022 01:45:44:123,3/3/2022 0:00:00,01:45:44:123,-,00:A0:50:0C:22:10,-48,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,45,44,123,2744,3,,,,,,,,,,,
38,03-03-2022 01:45:47:586,3/3/2022 0:00:00,01:45:47:586,-,00:A0:50:0C:22:10,-48,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,45,47,586,2747,4,,,,,,,,,,,
39,03-03-2022 01:45:51:106,3/3/2022 0:00:00,01:45:51:106,-,00:A0:50:0C:22:10,-52,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,45,51,106,2751,3,,,,,,,,,,,
40,03-03-2022 01:45:54:571,3/3/2022 0:00:00,01:45:54:571,-,00:A0:50:0C:22:10,-48,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,45,54,571,2754,4,,,,,,,,,,,
41,03-03-2022 01:45:58:035,3/3/2022 0:00:00,01:45:58:035,-,00:A0:50:0C:22:10,-49,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,45,58,35,2758,6,,,,,,,,,,,
42,03-03-2022 01:46:04:977,3/3/2022 0:00:00,01:46:04:977,-,00:A0:50:0C:22:10,-49,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,46,4,977,2764,4,,,,,,,,,,,
43,03-03-2022 01:46:08:465,3/3/2022 0:00:00,01:46:08:465,-,00:A0:50:0C:22:10,-49,1a1310002150005000100001000800000805f9b013100017463c3,,,,1,46,8,465,2768,3,,,,,,,,,,,
44,03-03-2022 01:46:11:938,3/3/2022 0:00:00,01:46:11:938,-,00:A0:50:0C:22:10,-49,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,46,11,938,2771,7,,,,,,,,,,,
45,03-03-2022 01:46:18:913,3/3/2022 0:00:00,01:46:18:913,-,00:A0:50:0C:22:10,-49,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,46,18,913,2778,4,,,,,,,,,,,
46,03-03-2022 01:46:22:376,3/3/2022 0:00:00,01:46:22:376,-,00:A0:50:0C:22:10,-49,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,46,22,376,2782,3,,,,,,,,,,,
47,03-03-2022 01:46:25:852,3/3/2022 0:00:00,01:46:25:852,-,00:A0:50:0C:22:10,-48,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,46,25,852,2785,4,,,,,,,,,,,
48,03-03-2022 01:46:29:334,3/3/2022 0:00:00,01:46:29:334,-,00:A0:50:0C:22:10,-52,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,46,29,334,2789,3,,,,,,,,,,,
49,03-03-2022 01:46:32:829,3/3/2022 0:00:00,01:46:32:829,-,00:A0:50:0C:22:10,-48,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,46,32,829,2792,4,,,,,,,,,,,
50,03-03-2022 01:46:36:292,3/3/2022 0:00:00,01:46:36:292,-,00:A0:50:0C:22:10,-53,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,46,36,292,2796,10,,,,,,,,,,,
51,03-03-2022 01:46:46:730,3/3/2022 0:00:00,01:46:46:730,-,00:A0:50:0C:22:10,-49,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,46,46,730,2806,14,,,,,,,,,,,
52,03-03-2022 01:47:00:667,3/3/2022 0:00:00,01:47:00:667,-,00:A0:50:0C:22:10,-50,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,47,0,667,2820,7,,,,,,,,,,,
53,03-03-2022 01:47:07:628,3/3/2022 0:00:00,01:47:07:628,-,00:A0:50:0C:22:10,-52,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,47,7,628,2827,4,,,,,,,,,,,
54,03-03-2022 01:47:11:084,3/3/2022 0:00:00,01:47:11:084,-,00:A0:50:0C:22:10,-52,1a1310002150005000100001000800000805f9b013100017463c3,,,,1,47,11,84,2831,24,,,,,,,,,,,
55,03-03-2022 01:47:35:454,3/3/2022 0:00:00,01:47:35:454,-,00:A0:50:0C:22:10,-50,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,47,35,454,2855,3,,,,,,,,,,,
56,03-03-2022 01:47:38:913,3/3/2022 0:00:00,01:47:38:913,-,00:A0:50:0C:22:10,-48,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,47,38,913,2858,14,,,,,,,,,,,
57,03-03-2022 01:47:52:871,3/3/2022 0:00:00,01:47:52:871,-,00:A0:50:0C:22:10,-52,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,47,52,871,2872,7,,,,,,,,,,,
58,03-03-2022 01:47:59:787,3/3/2022 0:00:00,01:47:59:787,-,00:A0:50:0C:22:10,-48,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,47,59,787,2879,4,,,,,,,,,,,
59,03-03-2022 01:48:03:263,3/3/2022 0:00:00,01:48:03:263,-,00:A0:50:0C:22:10,-48,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,48,3,263,2883,7,,,,,,,,,,,
60,03-03-2022 01:48:10:226,3/3/2022 0:00:00,01:48:10:226,-,00:A0:50:0C:22:10,-47,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,48,10,226,2890,3,,,,,,,,,,,
61,03-03-2022 01:48:13:706,3/3/2022 0:00:00,01:48:13:706,-,00:A0:50:0C:22:10,-52,1a1310002150005000100001000800000805f9b013100017463c3,,,,1,48,13,706,2893,4,,,,,,,,,,,
62,03-03-2022 01:48:17:179,3/3/2022 0:00:00,01:48:17:179,-,00:A0:50:0C:22:10,-48,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,48,17,179,2897,7,,,,,,,,,,,
63,03-03-2022 01:48:24:156,3/3/2022 0:00:00,01:48:24:156,-,00:A0:50:0C:22:10,-52,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,48,24,156,2904,3,,,,,,,,,,,
64,03-03-2022 01:48:27:614,3/3/2022 0:00:00,01:48:27:614,-,00:A0:50:0C:22:10,-49,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,48,27,614,2907,4,,,,,,,,,,,
65,03-03-2022 01:48:31:127,3/3/2022 0:00:00,01:48:31:127,-,00:A0:50:0C:22:10,-47,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,48,31,127,2911,3,,,,,,,,,,,
66,03-03-2022 01:48:34:573,3/3/2022 0:00:00,01:48:34:573,-,00:A0:50:0C:22:10,-52,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,48,34,573,2914,4,,,,,,,,,,,
67,03-03-2022 01:48:38:060,3/3/2022 0:00:00,01:48:38:060,-,00:A0:50:0C:22:10,-52,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,48,38,60,2918,3,,,,,,,,,,,
68,03-03-2022 01:48:41:539,3/3/2022 0:00:00,01:48:41:539,-,00:A0:50:0C:22:10,-52,1a1310002150005000100001000800000805f9b013100017463c3,,,,1,48,41,539,2921,7,,,,,,,,,,,
69,03-03-2022 01:48:48:489,3/3/2022 0:00:00,01:48:48:489,-,00:A0:50:0C:22:10,-47,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,48,48,489,2928,3,,,,,,,,,,,
70,03-03-2022 01:48:51:973,3/3/2022 0:00:00,01:48:51:973,-,00:A0:50:0C:22:10,-48,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,48,51,973,2931,4,,,,,,,,,,,
71,03-03-2022 01:48:55:452,3/3/2022 0:00:00,01:48:55:452,-,00:A0:50:0C:22:10,-52,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,48,55,452,2935,3,,,,,,,,,,,
72,03-03-2022 01:48:58:932,3/3/2022 0:00:00,01:48:58:932,-,00:A0:50:0C:22:10,-52,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,48,58,932,2938,11,,,,,,,,,,,
73,03-03-2022 01:49:09:375,3/3/2022 0:00:00,01:49:09:375,-,00:A0:50:0C:22:10,-52,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,49,9,375,2949,7,,,,,,,,,,,
74,03-03-2022 01:49:16:334,3/3/2022 0:00:00,01:49:16:334,-,00:A0:50:0C:22:10,-49,1a1310002150005000100001000800000805f9b013100017463c3,,,,1,49,16,334,2956,3,,,,,,,,,,,
75,03-03-2022 01:49:19:810,3/3/2022 0:00:00,01:49:19:810,-,00:A0:50:0C:22:10,-52,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,49,19,810,2959,7,,,,,,,,,,,
76,03-03-2022 01:49:26:754,3/3/2022 0:00:00,01:49:26:754,-,00:A0:50:0C:22:10,-50,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,49,26,754,2966,7,,,,,,,,,,,
77,03-03-2022 01:49:33:711,3/3/2022 0:00:00,01:49:33:711,-,00:A0:50:0C:22:10,-52,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,49,33,711,2973,4,,,,,,,,,,,
78,03-03-2022 01:49:37:216,3/3/2022 0:00:00,01:49:37:216,-,00:A0:50:0C:22:10,-48,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,49,37,216,2977,3,,,,,,,,,,,
79,03-03-2022 01:49:40:696,3/3/2022 0:00:00,01:49:40:696,-,00:A0:50:0C:22:10,-49,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,49,40,696,2980,4,,,,,,,,,,,
80,03-03-2022 01:49:44:171,3/3/2022 0:00:00,01:49:44:171,-,00:A0:50:0C:22:10,-50,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,49,44,171,2984,24,,,,,,,,,,,
81,03-03-2022 01:50:08:501,3/3/2022 0:00:00,01:50:08:501,-,00:A0:50:0C:22:10,-52,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,50,8,501,3008,7,,,,,,,,,,,
82,03-03-2022 01:50:15:464,3/3/2022 0:00:00,01:50:15:464,-,00:A0:50:0C:22:10,-49,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,50,15,464,3015,3,,,,,,,,,,,
83,03-03-2022 01:50:18:935,3/3/2022 0:00:00,01:50:18:935,-,00:A0:50:0C:22:10,-49,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,50,18,935,3018,4,,,,,,,,,,,
84,03-03-2022 01:50:22:417,3/3/2022 0:00:00,01:50:22:417,-,00:A0:50:0C:22:10,-49,1a1310002150005000100001000800000805f9b013100017463c3,,,,1,50,22,417,3022,7,,,,,,,,,,,
85,03-03-2022 01:50:29:376,3/3/2022 0:00:00,01:50:29:376,-,00:A0:50:0C:22:10,-48,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,50,29,376,3029,17,,,,,,,,,,,
86,03-03-2022 01:50:46:774,3/3/2022 0:00:00,01:50:46:774,-,00:A0:50:0C:22:10,-51,1a1310002150005000100001000800000805f9b013100017464c3,,,,1,50,46,774,3046,7,,,,,,,,,,,
87,03-03-2022 01:50:53:726,3/3/2022 0:00:00,01:50:53:726,-,00:A0:50:0C:22:10,-50,1a1310002150005000100001000800000805f9b013100017463c3,,,,1,50,53,726,3053,,,,,,,,,,,,
