Sr No,Timestamp,Device Name,MAC Address,RSSI,Raw Data
1,28-11-2022 11:34:18:983,-,00:A0:50:0C:22:10,-42,1a1310002150005000100001000800000805f9b013100015068c3
2,28-11-2022 11:34:22:414,-,00:A0:50:0C:22:10,-39,1a1310002150005000100001000800000805f9b013100015068c3
3,28-11-2022 11:34:25:809,-,00:A0:50:0C:22:10,-39,1a1310002150005000100001000800000805f9b013100015068c3
4,28-11-2022 11:34:29:231,-,00:A0:50:0C:22:10,-38,1a1310002150005000100001000800000805f9b013100015067c3
5,28-11-2022 11:34:32:647,-,00:A0:50:0C:22:10,-41,1a1310002150005000100001000800000805f9b013100015068c3
6,28-11-2022 11:34:36:105,-,00:A0:50:0C:22:10,-39,1a1310002150005000100001000800000805f9b013100015068c3
7,28-11-2022 11:34:39:493,-,00:A0:50:0C:22:10,-40,1a1310002150005000100001000800000805f9b013100015067c3
8,28-11-2022 11:34:46:338,-,00:A0:50:0C:22:10,-40,1a1310002150005000100001000800000805f9b013100015168c3
9,28-11-2022 11:34:49:738,-,00:A0:50:0C:22:10,-40,1a1310002150005000100001000800000805f9b013100015167c3
10,28-11-2022 11:34:53:154,-,00:A0:50:0C:22:10,-40,1a1310002150005000100001000800000805f9b013100015167c3
11,28-11-2022 11:34:56:576,-,00:A0:50:0C:22:10,-40,1a1310002150005000100001000800000805f9b013100015168c3
12,28-11-2022 11:35:10:269,-,00:A0:50:0C:22:10,-39,1a1310002150005000100001000800000805f9b013100015067c3
13,28-11-2022 11:35:17:082,-,00:A0:50:0C:22:10,-42,1a1310002150005000100001000800000805f9b013100015068c3
14,28-11-2022 11:35:20:504,-,00:A0:50:0C:22:10,-42,1a1310002150005000100001000800000805f9b013100015068c3
15,28-11-2022 11:35:34:180,-,00:A0:50:0C:22:10,-40,1a1310002150005000100001000800000805f9b013100015067c3
16,28-11-2022 11:35:37:600,-,00:A0:50:0C:22:10,-39,1a1310002150005000100001000800000805f9b013100015067c3
17,28-11-2022 11:35:41:011,-,00:A0:50:0C:22:10,-38,1a1310002150005000100001000800000805f9b013100015067c3
18,28-11-2022 11:35:44:457,-,00:A0:50:0C:22:10,-39,1a1310002150005000100001000800000805f9b013100015067c3
19,28-11-2022 11:35:47:847,-,00:A0:50:0C:22:10,-40,1a1310002150005000100001000800000805f9b013100015067c3
20,28-11-2022 11:35:51:264,-,00:A0:50:0C:22:10,-39,1a1310002150005000100001000800000805f9b013100015067c3
21,28-11-2022 11:35:54:684,-,00:A0:50:0C:22:10,-39,1a1310002150005000100001000800000805f9b013100015067c3
22,28-11-2022 11:35:58:104,-,00:A0:50:0C:22:10,-42,1a1310002150005000100001000800000805f9b013100015068c3
23,28-11-2022 11:36:01:519,-,00:A0:50:0C:22:10,-39,1a1310002150005000100001000800000805f9b013100015067c3
24,28-11-2022 11:36:04:967,-,00:A0:50:0C:22:10,-41,1a1310002150005000100001000800000805f9b013100015068c3
25,28-11-2022 11:36:11:785,-,00:A0:50:0C:22:10,-40,1a1310002150005000100001000800000805f9b013100015067c3
26,28-11-2022 11:36:15:200,-,00:A0:50:0C:22:10,-38,1a1310002150005000100001000800000805f9b013100015067c3
27,28-11-2022 11:36:18:624,-,00:A0:50:0C:22:10,-40,1a1310002150005000100001000800000805f9b013100015067c3
28,28-11-2022 11:36:40:872,-,00:A0:50:0C:22:10,-38,1a1310002150005000100001000800000805f9b013100015068c3
29,28-11-2022 11:37:08:020,-,00:A0:50:0C:22:10,-37,1a1310002150005000100001000800000805f9b013100015067c3
30,28-11-2022 11:37:11:431,-,00:A0:50:0C:22:10,-38,1a1310002150005000100001000800000805f9b013100015067c3
31,28-11-2022 11:37:14:849,-,00:A0:50:0C:22:10,-39,1a1310002150005000100001000800000805f9b013100015067c3
32,28-11-2022 11:37:18:272,-,00:A0:50:0C:22:10,-38,1a1310002150005000100001000800000805f9b013100015068c3
33,28-11-2022 11:37:40:193,-,00:A0:50:0C:22:10,-40,1a1310002150005000100001000800000805f9b013100015068c3
34,28-11-2022 11:37:43:607,-,00:A0:50:0C:22:10,-40,1a1310002150005000100001000800000805f9b013100015068c3
35,28-11-2022 11:37:47:048,-,00:A0:50:0C:22:10,-40,1a1310002150005000100001000800000805f9b013100015067c3
36,28-11-2022 11:39:32:675,-,00:A0:50:0C:22:10,-38,1a1310002150005000100001000800000805f9b013100014f68c3
37,28-11-2022 11:39:36:088,-,00:A0:50:0C:22:10,-43,1a1310002150005000100001000800000805f9b013100015068c3
38,28-11-2022 11:39:39:499,-,00:A0:50:0C:22:10,-42,1a1310002150005000100001000800000805f9b013100015068c3
39,28-11-2022 11:40:01:554,-,00:A0:50:0C:22:10,-38,1a1310002150005000100001000800000805f9b013100015068c3
40,28-11-2022 11:40:04:969,-,00:A0:50:0C:22:10,-39,1a1310002150005000100001000800000805f9b013100015068c3
41,28-11-2022 11:40:37:373,-,00:A0:50:0C:22:10,-38,1a1310002150005000100001000800000805f9b013100015068c3
42,28-11-2022 11:40:40:792,-,00:A0:50:0C:22:10,-38,1a1310002150005000100001000800000805f9b013100015068c3
43,28-11-2022 11:40:44:205,-,00:A0:50:0C:22:10,-38,1a1310002150005000100001000800000805f9b013100015068c3
44,28-11-2022 11:40:51:056,-,00:A0:50:0C:22:10,-40,1a1310002150005000100001000800000805f9b013100015067c3
45,28-11-2022 11:40:54:460,-,00:A0:50:0C:22:10,-43,1a1310002150005000100001000800000805f9b013100015068c3
46,28-11-2022 11:40:57:911,-,00:A0:50:0C:22:10,-40,1a1310002150005000100001000800000805f9b013100015068c3
47,28-11-2022 11:41:01:300,-,00:A0:50:0C:22:10,-39,1a1310002150005000100001000800000805f9b013100015068c3
48,28-11-2022 11:41:23:665,-,00:A0:50:0C:22:10,-39,1a1310002150005000100001000800000805f9b013100015068c3
49,28-11-2022 11:41:27:094,-,00:A0:50:0C:22:10,-40,1a1310002150005000100001000800000805f9b013100015068c3
50,28-11-2022 11:41:30:505,-,00:A0:50:0C:22:10,-40,1a1310002150005000100001000800000805f9b013100015068c3
51,28-11-2022 11:44:55:769,-,00:A0:50:0C:22:10,-44,1a1310002150005000100001000800000805f9b013100015068c3
52,28-11-2022 11:44:59:217,-,00:A0:50:0C:22:10,-55,1a1310002150005000100001000800000805f9b013100015068c3
53,28-11-2022 11:45:02:607,-,00:A0:50:0C:22:10,-39,1a1310002150005000100001000800000805f9b013100015068c3
54,28-11-2022 11:45:06:024,-,00:A0:50:0C:22:10,-56,1a1310002150005000100001000800000805f9b013100015068c3
55,28-11-2022 11:45:09:434,-,00:A0:50:0C:22:10,-53,1a1310002150005000100001000800000805f9b013100015068c3
56,28-11-2022 11:45:16:290,-,00:A0:50:0C:22:10,-49,1a1310002150005000100001000800000805f9b013100015068c3
57,28-11-2022 11:45:19:694,-,00:A0:50:0C:22:10,-63,1a1310002150005000100001000800000805f9b013100015068c3
58,28-11-2022 11:45:23:128,-,00:A0:50:0C:22:10,-37,1a1310002150005000100001000800000805f9b013100015068c3
59,28-11-2022 11:45:26:517,-,00:A0:50:0C:22:10,-38,1a1310002150005000100001000800000805f9b013100015068c3
60,28-11-2022 11:45:29:935,-,00:A0:50:0C:22:10,-38,1a1310002150005000100001000800000805f9b013100015068c3
61,28-11-2022 11:45:33:349,-,00:A0:50:0C:22:10,-58,1a1310002150005000100001000800000805f9b013100015068c3
62,28-11-2022 11:45:36:776,-,00:A0:50:0C:22:10,-50,1a1310002150005000100001000800000805f9b013100014f68c3
63,28-11-2022 11:45:40:188,-,00:A0:50:0C:22:10,-50,1a1310002150005000100001000800000805f9b013100015068c3
64,28-11-2022 11:45:47:043,-,00:A0:50:0C:22:10,-63,1a1310002150005000100001000800000805f9b013100014f68c3
